nombre,latitud,longitud,administracion_zonal,parroquia,area_km2,densidad_puntos,nivel_necesidad
SAN JOSE DE GUAMANI,-0.3304834,-78.5477578,QUITUMBE,TURUBAMBA,6.0,9.0,1
PARQUE LINEAL BICENTENARIO2,-0.0660227,-78.4532827,CALDERON,CALDERON,30.0,4.566666666666666,2
PARQUE DE LA GATAZO,-0.2641267,-78.5462933,ELOY ALFARO,SAN BARTOLO,4.0,8.25,1
PLAZA EL CONSUELO,-0.217222,-78.498593,MANUELA SAENZ,ITCHIMBIA,8.0,6.625,1
CANCHA IGUALDAD SOCIAL,-0.3333259,-78.5706605,QUITUMBE,GUAMANI,12.0,4.083333333333333,2
PARQUE INFANTIL CESAR ARCOS,-0.271888,-78.555682,ELOY ALFARO,LA MENA,4.0,6.25,2
PARQUE LA COCHA,-0.3202416,-78.5271199,QUITUMBE,TURUBAMBA,6.0,9.0,1
PARQUE LIGA BARRIAL LA CAMPIÑA,-0.1276553,-78.517616,EUGENIO ESPEJO,COCHAPAMBA,3.0,5.333333333333333,2
CANCHAS SANTA ROSA,-0.2782932,-78.5632277,QUITUMBE,CHILLOGALLO,18.0,1.7222222222222223,3
PARQUE EUGENIO ESPEJO TOCTIUCO,-0.2132244,-78.520735,MANUELA SAENZ,SAN JUAN,4.2,9.285714285714285,1
CASA COMUNAL SAN ALFONSO,-0.3216332,-78.5742249,QUITUMBE,LA ECUATORIANA,8.0,4.375,2
TROLE MONTUFAR,-0.2212989926,-78.508682251,MANUELA SAENZ,CENTRO HISTORICO,3.5,17.428571428571427,1
IGLESIA VIRGEN DEL CISNE,-0.266453,-78.558527,ELOY ALFARO,LA MENA,4.0,6.25,2
TROLE EL RECREO 2,-0.2519274,-78.5215199,ELOY ALFARO,CHIMBACALLE,3.1,10.96774193548387,1
BOULEVARD GARCIA MORENO COCOTOG,-0.1388865,-78.4354601,CALDERON,LLANO CHICO,15.0,1.2666666666666666,3
ESTADIO ATAHUALPA LLANO GRANDE,-0.1219435,-78.4139374,CALDERON,CALDERON,30.0,4.566666666666666,2
CANCHA LA ARCADIA,-0.3077675,-78.5500346,QUITUMBE,QUITUMBE,10.0,6.2,2
PARQUE SAN FERNANDO,-0.3335582,-78.5596736,QUITUMBE,GUAMANI,12.0,4.083333333333333,2
CANCHA TOCTIUCO,-0.2065624,-78.5244689,MANUELA SAENZ,SAN JUAN,4.2,9.285714285714285,1
PLAZA DE SAN BLAS,-0.217585,-78.505497,MANUELA SAENZ,CENTRO HISTORICO,3.5,17.428571428571427,1
PARQUE SOLANDA,-0.267763,-78.535166,ELOY ALFARO,SOLANDA,4.5,6.888888888888889,1
TROLE EJIDO,-0.2080782,-78.4999778,MANUELA SAENZ,ITCHIMBIA,8.0,6.625,1
PARQUE METROPOLITANO EQUINOCCIAL,-0.0416324,-78.4461145,LA DELICIA,POMASQUI,8.0,2.5,3
AMAGUAÑA,-0.38101,-78.506209,LOS CHILLOS,AMAGUAÑA,50.0,0.92,3
PARQUE LOS GALLOS,-0.243066,-78.51639,ELOY ALFARO,CHIMBACALLE,3.1,10.96774193548387,1
ECOVIA 24 DE MAYO,-0.174521,-78.4773305,EUGENIO ESPEJO,IÑAQUITO,5.5,8.909090909090908,1
LIGA BARRIAL GONZALES SUAREZ,-0.2543867,-78.5399435,ELOY ALFARO,SAN BARTOLO,4.0,8.25,1
CASA METRO JUVENTUDES,-0.272313,-78.536183,ELOY ALFARO,SOLANDA,4.5,6.888888888888889,1
COMPLEJO DEPORTIVO ANGEL SOTOMAYO NAYON,-0.1750084,-78.4249776,EUGENIO ESPEJO,NAYON,20.0,0.3,4
TROLE RECREO,-0.2526509,-78.5216691,ELOY ALFARO,CHIMBACALLE,3.1,10.96774193548387,1
PARQUE SANTA ROSA 2,-0.27416,-78.5641183,QUITUMBE,CHILLOGALLO,18.0,1.7222222222222223,3
ECOVIA PLAYON MARIN 1,-0.2277512,-78.5067637,MANUELA SAENZ,ITCHIMBIA,8.0,6.625,1
PARQUE ANDRA BENITEZ,-0.2217739,-78.48986,MANUELA SAENZ,PUENGASI,15.0,3.2,3
CENTRO DE SALUD CHECA,-0.12726,-78.3125,TUMBACO,CHECA,55.0,0.12727272727272726,4
PARQUE CONSEJO PROVINCIAL,-0.0821089,-78.5031183,LA DELICIA,EL CONDADO,15.0,3.7333333333333334,2
PARQUE CALDERON,-0.1036022,-78.4236549,CALDERON,CALDERON,30.0,4.566666666666666,2
ESTADIO SAN JOSE DE MONJAS,-0.2332271,-78.4910602,MANUELA SAENZ,PUENGASI,15.0,3.2,3
PARQUE LA ALAMEDA 1,-0.213564,-78.5025653,MANUELA SAENZ,ITCHIMBIA,8.0,6.625,1
LIGA DEPORTIVA BARRIAL ECUADOR,-0.0754085,-78.4452649,CALDERON,CALDERON,30.0,4.566666666666666,2
LIGA DEPORTIVA ARGELIA ALTA,-0.284453,-78.519289,ELOY ALFARO,LA ARGELIA,7.0,5.0,2
ECOVIA EPLICACHIMA,-0.2636089,-78.5243902,ELOY ALFARO,LA FERROVIARIA,3.0,9.666666666666666,1
PARQUE REMODELADO EXCOMBATIENTES DEL 41,-0.2591866,-78.5525838,ELOY ALFARO,LA MENA,4.0,6.25,2
CENTRO DE SALUD TARQUI,-0.2552081,-78.5527946,ELOY ALFARO,LA MENA,4.0,6.25,2
LOS CHILLOS,-0.377608,-78.488255,LOS CHILLOS,AMAGUAÑA,50.0,0.92,3
IGLESIA DE SANTA ROSA TUMBACO,-0.2080361,-78.4597414,TUMBACO,CUMBAYA,26.51,0.6035458317615994,4
LIGA BARRIAL EL GIRON,-0.2911268,-78.5687587,QUITUMBE,CHILLOGALLO,18.0,1.7222222222222223,3
PARQUE DE TOLAGASI,-0.211096,-78.42049,TUMBACO,TUMBACO,57.0,0.47368421052631576,4
CAPILLA SAN JOSE DE POMASQUI,-0.058292,-78.46596,LA DELICIA,POMASQUI,8.0,2.5,3
PLAZA VEINTIMILLA,-0.201995,-78.49439,LA MARISCAL,MARISCAL SUCRE,2.8,10.714285714285715,1
PARQUE BARRIO HOSPITAL 2,-0.305142,-78.53367,QUITUMBE,QUITUMBE,10.0,6.2,2
IGLESIA SAN PEDRO Y SAN PABLO LA VICENTINA,-0.2181475,-78.4853406,MANUELA SAENZ,ITCHIMBIA,8.0,6.625,1
UNIDAD EDUCATIVA JASON MILLER,-0.1583,-78.461,EUGENIO ESPEJO,JIPIJAPA,4.5,2.2222222222222223,3
PARQUE LUCHA DE LOS POBRES,-0.2950683236,-78.5289916992,QUITUMBE,QUITUMBE,10.0,6.2,2
IGLESIA TURUBAMBA DE MONJAS,-0.3164,-78.5594,QUITUMBE,GUAMANI,12.0,4.083333333333333,2
FUNDEPORTE PADRE CAROLLO,-0.2847778,-78.5519699,QUITUMBE,QUITUMBE,10.0,6.2,2
UNIDAD EDUCATIVA PEDRO JOSE ARTETA,-0.2912467,-78.4022133,LOS CHILLOS,LA MERCED,1.5,7.333333333333333,1
MERCADO DE LA MICHELENA,-0.2487409,-78.5405328,ELOY ALFARO,CHILIBULO,5.0,5.2,2
IGLESIA JUAN PABLO II,-0.228067,-78.483605,MANUELA SAENZ,PUENGASI,15.0,3.2,3
CANCHAS FERROVIARIA ALTA 1,-0.2640972,-78.5171194,ELOY ALFARO,LA FERROVIARIA,3.0,9.666666666666666,1
ECOVIA SAN BARTOLO,-0.2686442,-78.5277409,ELOY ALFARO,SAN BARTOLO,4.0,8.25,1
PARQUE EJIDO,-0.2914362,-78.5668578,QUITUMBE,CHILLOGALLO,18.0,1.7222222222222223,3
TROLE RECOLETA NORTE,-0.230318,-78.512685,MANUELA SAENZ,CENTRO HISTORICO,3.5,17.428571428571427,1
LIGA SAN VICENTE DE LA FLORIDA,-0.1462141,-78.5075863,EUGENIO ESPEJO,COCHAPAMBA,3.0,5.333333333333333,2
PARQUE CENTRAL EL TINGO,-0.2857319,-78.4418571,LOS CHILLOS,ALANGASI,40.0,0.55,4
CASA BARRIAL COCHABAMBA,-0.21887,-78.402636,TUMBACO,TUMBACO,57.0,0.47368421052631576,4
PARQUE METROPOLITANO LAS CUADRAS,-0.2866117,-78.550005,QUITUMBE,QUITUMBE,10.0,6.2,2
PLAZA DE SAN DIEGO,-0.2241214,-78.5211586,MANUELA SAENZ,CENTRO HISTORICO,3.5,17.428571428571427,1
PARQUE CENTRAL DE PIFO,-0.225624,-78.338447,TUMBACO,PIFO,100.0,0.13,4
PARQUE CENTRAL CUMBAYA,-0.201819,-78.429037,TUMBACO,CUMBAYA,26.51,0.6035458317615994,4
CASA SOMOS NUEVA AURORA,-0.319492,-78.551152,QUITUMBE,GUAMANI,12.0,4.083333333333333,2
YAKU MUSEO DEL AGUA,-0.216972,-78.518994,MANUELA SAENZ,SAN JUAN,4.2,9.285714285714285,1
COCHA ACUSTICA PISULI,-0.0885276,-78.5174017,LA DELICIA,EL CONDADO,15.0,3.7333333333333334,2
PARQUE ECOLOGICO SANTA ANA 1,-0.2407182,-78.52047,ELOY ALFARO,LA MAGDALENA,3.8,5.0,2
CANCHAS POMASQUI,-0.051608,-78.452668,LA DELICIA,POMASQUI,8.0,2.5,3
PARQUE CALIFORNIA ALTA,-0.1338538,-78.4771176,EUGENIO ESPEJO,KENNEDY,3.0,5.0,2
SUBCENTRO DE SALUD EL TINGO,-0.2855144143,-78.4400939941,LOS CHILLOS,ALANGASI,40.0,0.55,4
CANCHA LIGA BARRIAL MEDIA LUNA,-0.255708,-78.520091,ELOY ALFARO,LA FERROVIARIA,3.0,9.666666666666666,1
CASA CULTURAL COMITE DEL PUEBLO,-0.1217518,-78.463474,LA DELICIA,COMITE DEL PUEBLO,4.0,3.5,2
CANCHA LA REDONDA TUMBACO,-0.2306554,-78.3399336,TUMBACO,PIFO,100.0,0.13,4
PARQUE LA TOLA,-0.2266755,-78.5051951,MANUELA SAENZ,ITCHIMBIA,8.0,6.625,1
IGLESIA SAN JOSE DE COLLAQUI,-0.1766907,-78.3974914,TUMBACO,TUMBACO,57.0,0.47368421052631576,4
PARQUE CHINO,-0.2599234,-78.5374258,ELOY ALFARO,SAN BARTOLO,4.0,8.25,1
PARQUE JULIO ANDRADE,-0.2010511,-78.4963051,LA MARISCAL,MARISCAL SUCRE,2.8,10.714285714285715,1
SANTA BARBARA,-0.27022,-78.558857,ELOY ALFARO,LA MENA,4.0,6.25,2
LIGA MARIA ELENA SALAZAR,-0.2857799,-78.5402493,ELOY ALFARO,LA ARGELIA,7.0,5.0,2
PARQUE TERRANOVA,-0.2992315,-78.5520061,QUITUMBE,QUITUMBE,10.0,6.2,2
LIGA LA CONCORDIA,-0.2985664,-78.5602436,QUITUMBE,LA ECUATORIANA,8.0,4.375,2
PARQUE UNION POPULAR,-0.2819,-78.5395,ELOY ALFARO,SOLANDA,4.5,6.888888888888889,1
EL VERGEL,-0.3084133,-78.5290067,QUITUMBE,QUITUMBE,10.0,6.2,2
PARQUE EL EJIDO 3,-0.2108671,-78.4986763,MANUELA SAENZ,ITCHIMBIA,8.0,6.625,1
LIGA BARRIAL SAN JOSE CALDERON,-0.0887016,-78.4405716,CALDERON,CALDERON,30.0,4.566666666666666,2
CANCHA LIGA ALMA LOJANA,-0.2342886,-78.4822682,MANUELA SAENZ,PUENGASI,15.0,3.2,3
ESTADIO DEL BARRIO LA TOLA,-0.2289089,-78.5035184,MANUELA SAENZ,ITCHIMBIA,8.0,6.625,1
CANCA LUCHA DE LOS POBRES MEDIA,-0.288908,-78.531766,ELOY ALFARO,LA ARGELIA,7.0,5.0,2
IGLESIA CRISTOBAL LIBERTADOR,-0.289408,-78.530755,ELOY ALFARO,LA ARGELIA,7.0,5.0,2
CASA BARRIAL QUITUMBE,-0.285341,-78.539606,ELOY ALFARO,LA ARGELIA,7.0,5.0,2
PARQUE CUMANDA,-0.12359,-78.4961217,LA DELICIA,COTOCOLLAO,10.0,1.8,3
PARQUE CACIQUE PINTAG,-0.2412193,-78.5253869,ELOY ALFARO,LA MAGDALENA,3.8,5.0,2
TROLE ESTADIO NORTE,-0.1775808,-78.4886468,EUGENIO ESPEJO,IÑAQUITO,5.5,8.909090909090908,1
MANUEL MARIA RECALDE Y DOLORES CACUANGO,-0.273013,-78.502951,QUITUMBE,CHILLOGALLO,18.0,1.7222222222222223,3
PARQUE OYAMBARILLO,-0.19529,-78.331072,TUMBACO,TABABELA,10.0,0.5,4
VIA A NONO,-0.117163,-78.519596,LA DELICIA,EL CONDADO,15.0,3.7333333333333334,2
PARQUE CENTRAL ZAMBIZA,-0.1490583,-78.44077,EUGENIO ESPEJO,ZAMBIZA,18.0,0.9444444444444444,3
PARQUE OBRERO DEL VALLE DEL SUR,-0.300972,-78.535112,QUITUMBE,QUITUMBE,10.0,6.2,2
PARQUE SAN JOSE DE GUAMANI,-0.3302111,-78.5466768,QUITUMBE,TURUBAMBA,6.0,9.0,1
PARQUE EL PORVENIR,-0.1241931,-78.5041883,EUGENIO ESPEJO,COCHAPAMBA,3.0,5.333333333333333,2
IGLESIA DE CHIMBACALLE,-0.238171,-78.516145,ELOY ALFARO,CHIMBACALLE,3.1,10.96774193548387,1
BELLAVISTA,-0.18975,-78.472985,EUGENIO ESPEJO,IÑAQUITO,5.5,8.909090909090908,1
PARQUE CIUDADELA IBARRA,-0.2953965,-78.5634578,QUITUMBE,LA ECUATORIANA,8.0,4.375,2
ESTADIO CHIMBACALLE,-0.245865,-78.5142106,ELOY ALFARO,CHIMBACALLE,3.1,10.96774193548387,1
CANCHA ECUATORIANA,-0.30806,-78.571185,QUITUMBE,LA ECUATORIANA,8.0,4.375,2
COLISEO DE YARUQUI,-0.165118,-78.318878,TUMBACO,YARUQUI,80.0,0.1875,4
ESCUELA CAMILO GALLEGOS,-0.2642941,-78.5547593,ELOY ALFARO,LA MENA,4.0,6.25,2
DE LOS TULIPANES,-0.160204,-78.474021,EUGENIO ESPEJO,JIPIJAPA,4.5,2.2222222222222223,3
AV. PATRIA,-0.2096633,-78.4942416,LA MARISCAL,MARISCAL SUCRE,2.8,10.714285714285715,1
PARQUE UGALDE,-0.2587303,-78.5216951,ELOY ALFARO,LA FERROVIARIA,3.0,9.666666666666666,1
PARQUE LAS CASAS,-0.1854177,-78.507572,LA MARISCAL,BELISARIO QUEVEDO,2.5,11.2,1
PARQUE HIDALGO DE PINTO QUITO TENNIS,-0.162441,-78.493777,EUGENIO ESPEJO,RUMIPAMBA,4.5,2.0,3
TROLE MARISCAL,-0.2044919,-78.4989861,LA MARISCAL,BELISARIO QUEVEDO,2.5,11.2,1
PARQUE PLAZA MAGDALENA,-0.2383682,-78.525466,ELOY ALFARO,LA MAGDALENA,3.8,5.0,2
COLEGIO CARLOS ZAMBRANO,-0.1835121,-78.5105473,LA MARISCAL,BELISARIO QUEVEDO,2.5,11.2,1
ECOVIA LA PAZ,-0.1965583,-78.4830806,EUGENIO ESPEJO,IÑAQUITO,5.5,8.909090909090908,1
ECOVIA LABRETAÑA,-0.3118763,-78.5471034,QUITUMBE,TURUBAMBA,6.0,9.0,1
LOS CHILLOS,-0.368645,-78.502212,LOS CHILLOS,AMAGUAÑA,50.0,0.92,3
LIGA BARRIAL SAN JOSE CALDERON,-0.0866573,-78.4479093,CALDERON,CALDERON,30.0,4.566666666666666,2
LIGA BARRIAL EL TRANSITO,-0.2871283,-78.5655783,QUITUMBE,CHILLOGALLO,18.0,1.7222222222222223,3
12 DE OCTUBRE,-0.2033083,-78.48334,EUGENIO ESPEJO,IÑAQUITO,5.5,8.909090909090908,1
PATIO DE COMIDAS EL GUAMBRA,-0.205789,-78.499129,LA MARISCAL,MARISCAL SUCRE,2.8,10.714285714285715,1
ESCUELA NICOLAS GUILLEN,-0.2921427,-78.5247467,ELOY ALFARO,LA ARGELIA,7.0,5.0,2
CASA BARRIAL DE MIRANDA BAJO,-0.332061,-78.487916,LOS CHILLOS,AMAGUAÑA,50.0,0.92,3
LA TOLA,-0.225835,-78.505544,MANUELA SAENZ,ITCHIMBIA,8.0,6.625,1
LIGA BARRIAL EL EJIDO,-0.382702,-78.509635,LOS CHILLOS,AMAGUAÑA,50.0,0.92,3
IGLESIA CATOLICA SAN PEDRO Y SAN PABLO,-0.217402,-78.48521,MANUELA SAENZ,ITCHIMBIA,8.0,6.625,1
CASA COMUNAL LA JOSEFINA,-0.078646,-78.47323,LA DELICIA,CARCELEN,7.5,2.933333333333333,3
LIGA SAN JOSE DE GUAMANI,-0.330182,-78.54741,QUITUMBE,TURUBAMBA,6.0,9.0,1
LIGA BARRIAL CUENDINA,-0.37077,-78.4749,LOS CHILLOS,AMAGUAÑA,50.0,0.92,3
LIGA DEPORTIVA BARRIAL ATAHUALPA,-0.3367483,-78.4808583,LOS CHILLOS,AMAGUAÑA,50.0,0.92,3
PARQUE LA Y,0.0002202,-78.4431718,LA DELICIA,SAN ANTONIO,80.0,0.3,4
PARQUE CIUDADELA IBARRA,-0.2961696,-78.5620248,QUITUMBE,LA ECUATORIANA,8.0,4.375,2
PARQUE LIDERES DEL SUR,-0.3294331,-78.5693656,QUITUMBE,GUAMANI,12.0,4.083333333333333,2
PARQUE QUITO CABLES,-0.095271,-78.507709,LA DELICIA,EL CONDADO,15.0,3.7333333333333334,2
BELLAVISTA,-0.191173,-78.470972,EUGENIO ESPEJO,IÑAQUITO,5.5,8.909090909090908,1
ESTADIO LA ECUATORIANA,-0.3095983,-78.561865,QUITUMBE,LA ECUATORIANA,8.0,4.375,2
ESCUELA FISCAL LUZ Y VIDA,-0.072595,-78.4395005,CALDERON,CALDERON,30.0,4.566666666666666,2
PARQUE LA QUINTANA,-0.1278199,-78.4604425,EUGENIO ESPEJO,SAN ISIDRO DEL INCA,7.0,1.5714285714285714,3
PARQUE CIUDADELA IBARRA,-0.2965557,-78.5637933,QUITUMBE,LA ECUATORIANA,8.0,4.375,2
ESTADIO ANGAMARCA,-0.291885,-78.4299966,LOS CHILLOS,ALANGASI,40.0,0.55,4
CANCHA DE FUTBOL,-0.0914374,-78.5036573,LA DELICIA,EL CONDADO,15.0,3.7333333333333334,2
FRANCO MENDEZ,-0.315216,-78.543224,QUITUMBE,TURUBAMBA,6.0,9.0,1
LIGA BARRIAL TURUBAMBA,-0.2790838,-78.5416983,ELOY ALFARO,SOLANDA,4.5,6.888888888888889,1
PARQUE QUITUS COLONIAL,-0.3073067,-78.5335233,QUITUMBE,QUITUMBE,10.0,6.2,2
LIGA BARRIAL LA ESPERANZA DE TUMBACO,-0.1913835,-78.3827561,TUMBACO,TUMBACO,57.0,0.47368421052631576,4
CASA BARRIAL BARRIO EL CALVARIO,-0.1570766,-78.3191412,TUMBACO,YARUQUI,80.0,0.1875,4
CIUDAD BICENTENARIO,-0.0672463,-78.4506148,CALDERON,CALDERON,30.0,4.566666666666666,2
CASA BARRIAL DE MIRANDA,-0.331951,-78.489313,LOS CHILLOS,AMAGUAÑA,50.0,0.92,3
LIGA DEPORTIVA BARRIAL 5 DE FEBRERO,-0.3108,-78.5694,QUITUMBE,LA ECUATORIANA,8.0,4.375,2
ESTADIO FRANCISCO REINOSO CORDERO,-0.1996333,-78.4281667,TUMBACO,CUMBAYA,26.51,0.6035458317615994,4
PARQUE CALIFORNIA BONANZA,-0.131165,-78.4792195,EUGENIO ESPEJO,KENNEDY,3.0,5.0,2
PARQUE SAN ANTONIO,6.12e-05,-78.4426289,LA DELICIA,SAN ANTONIO,80.0,0.3,4
PARQUE 17 DE JULIO LA REDONDA,-0.2580179,-78.5166133,ELOY ALFARO,LA FERROVIARIA,3.0,9.666666666666666,1
TURUBAMBA,-0.3540063,-78.5298583,QUITUMBE,TURUBAMBA,6.0,9.0,1
PARQUE EL CALZADO,-0.2547852,-78.5267056,ELOY ALFARO,SAN BARTOLO,4.0,8.25,1
PARQUE LA VICTORIA CENTRAL,-0.3489738,-78.5551158,QUITUMBE,GUAMANI,12.0,4.083333333333333,2
PARQUE ELOY ALFARO,-0.241993,-78.48733,MANUELA SAENZ,PUENGASI,15.0,3.2,3
PARQUE LA COMUNA,-0.1883153,-78.5163677,LA MARISCAL,BELISARIO QUEVEDO,2.5,11.2,1
LIGA DEPORTIVA BARRIAL MANUELA SAENZ,-0.3258203,-78.5730639,QUITUMBE,LA ECUATORIANA,8.0,4.375,2
CASA COMUNAL PIO XII,-0.0642423,-78.4297299,CALDERON,CALDERON,30.0,4.566666666666666,2
PARQUE SAN JOSE COTOCOLLAO,-0.1199694,-78.5011879,LA DELICIA,COTOCOLLAO,10.0,1.8,3
12 DE OCTUBRE,-0.205722,-78.486666,LA MARISCAL,MARISCAL SUCRE,2.8,10.714285714285715,1
MERCADO VIRGEN DEL CISNE,-0.09348,-78.5165,LA DELICIA,EL CONDADO,15.0,3.7333333333333334,2
MIRADOR DE COTOCOLLAO,-0.1158915,-78.4689809,LA DELICIA,COMITE DEL PUEBLO,4.0,3.5,2
ECOVIA EUGENIO ESPEJO,-0.2142033,-78.4987233,MANUELA SAENZ,ITCHIMBIA,8.0,6.625,1
ECOVIA COLEGIO MONTUFAR,-0.2377293,-78.5093725,ELOY ALFARO,CHIMBACALLE,3.1,10.96774193548387,1
PARQUE CENTRAL HOSPITAL DEL SUR,-0.246005,-78.540085,ELOY ALFARO,CHILIBULO,5.0,5.2,2
RANCHO BAJO,-0.095213,-78.508843,LA DELICIA,EL CONDADO,15.0,3.7333333333333334,2
COMITE PROMEJORAS ECASA,-0.319058,-78.533618,QUITUMBE,TURUBAMBA,6.0,9.0,1
PARQUE SAN PEDRO DE AMAGUAÑA,-0.375614,-78.506433,LOS CHILLOS,AMAGUAÑA,50.0,0.92,3
PARQUE CENTRAL LA MERCED,-0.2924583,-78.40053,LOS CHILLOS,LA MERCED,1.5,7.333333333333333,1
UNIDAD EDUCATIVA DIEGO ABAD DE CEPEDA,-0.0962728,-78.5117091,LA DELICIA,EL CONDADO,15.0,3.7333333333333334,2
PARQUE BELLAVISTA ALTA,-0.1224745,-78.5027778,LA DELICIA,COTOCOLLAO,10.0,1.8,3
SAN JOSE DE GUAMANI,-0.325917,-78.548708,QUITUMBE,TURUBAMBA,6.0,9.0,1
UNIDAD EDUCATIVA AURELIO BAYAS,-0.2966022,-78.5315246,QUITUMBE,QUITUMBE,10.0,6.2,2
PARQUE LUCIANO ANDRADE MARIN,-0.125675,-78.4977383,LA DELICIA,COTOCOLLAO,10.0,1.8,3
PARQUE DIEGO DE LA VEGA,-0.107618,-78.500442,LA DELICIA,COTOCOLLAO,10.0,1.8,3
CASA BARRIAL CARLOS MARIA DE LA TORRE,-0.2969317,-78.4371317,LOS CHILLOS,ALANGASI,40.0,0.55,4
PAMPA ECUATORIANA,-0.336313,-78.579871,QUITUMBE,GUAMANI,12.0,4.083333333333333,2
LIGA BARRIAL ELOY ALFARO,-0.240124,-78.518221,ELOY ALFARO,LA MAGDALENA,3.8,5.0,2
