nombre,latitud,longitud,administracion_zonal,parroquia,area_km2,densidad_puntos,nivel_necesidad
CASA BARRIAL SAN JOSE OBRERO,-0.30094,-78.535555,QUITUMBE,QUITUMBE,10.0,6.2,2
ECOVIA ORELLANA,-0.1994913,-78.4847316,EUGENIO ESPEJO,IÑAQUITO,5.5,8.909090909090908,1
COLEGIO RUMANIA,-0.086292,-78.47132,LA DELICIA,CARCELEN,7.5,2.933333333333333,3
BOULEVARD COCOTOG,-0.1384909,-78.415792,CALDERON,LLANO CHICO,15.0,1.2666666666666666,3
CANCHAS MULTIPLES,-0.095202,-78.52696,LA DELICIA,EL CONDADO,15.0,3.7333333333333334,2
ESCUELA 24 DE MAYO DE GUALO,-0.138936,-78.439041,CALDERON,LLANO CHICO,15.0,1.2666666666666666,3
CANCHA HEROES DE PAQUISHA,-0.3434493,-78.5623796,QUITUMBE,GUAMANI,12.0,4.083333333333333,2
UPC SAN FRANCISCO DE HUARCAY,-0.2955308,-78.5757592,QUITUMBE,LA ECUATORIANA,8.0,4.375,2
ESCUELA BARTOLOME DE LAS CASAS,-0.3728683,-78.484755,LOS CHILLOS,AMAGUAÑA,50.0,0.92,3
IGLESIA NUESTRA SEÑORA DE LA PAZ,-0.19471,-78.481075,EUGENIO ESPEJO,IÑAQUITO,5.5,8.909090909090908,1
TROLE RECOLETA SUR,-0.2310935,-78.5136185,MANUELA SAENZ,CENTRO HISTORICO,3.5,17.428571428571427,1
PARQUE LA SALLANOS,-0.3236618,-78.4855416,LOS CHILLOS,AMAGUAÑA,50.0,0.92,3
CASA BARRIAL COLLAQUI,-0.176761,-78.397879,TUMBACO,TUMBACO,57.0,0.47368421052631576,4
LA COMUNA,-0.179635,-78.5169531,LA MARISCAL,BELISARIO QUEVEDO,2.5,11.2,1
LOS ROSALES DE GUAMANI,-0.3553933,-78.5376633,QUITUMBE,TURUBAMBA,6.0,9.0,1
PLAZUELA QUISHUAR,-0.052835,-78.4631733,LA DELICIA,POMASQUI,8.0,2.5,3
MERCADO AMERICA,-0.2096239,-78.5047835,MANUELA SAENZ,SAN JUAN,4.2,9.285714285714285,1
PARQUE NOBOA,-0.122599,-78.323442,TUMBACO,CHECA,55.0,0.12727272727272726,4
CANCHA EL MANANTIAL,-0.0944377,-78.504598,LA DELICIA,EL CONDADO,15.0,3.7333333333333334,2
COLINAS DEL SUR,-0.3328551,-78.573319,QUITUMBE,GUAMANI,12.0,4.083333333333333,2
PARQUE LA COMPAÑIA DE GUAMANI,-0.3460467,-78.5646683,QUITUMBE,GUAMANI,12.0,4.083333333333333,2
CANCHA SAN LORENZO,-0.14884,-78.507786,EUGENIO ESPEJO,COCHAPAMBA,3.0,5.333333333333333,2
PASAJE GIRON,-0.3421047,-78.5468239,QUITUMBE,TURUBAMBA,6.0,9.0,1
TROLE TURUBAMBA,-0.2786588,-78.5428311,ELOY ALFARO,SOLANDA,4.5,6.888888888888889,1
PARQUE RIO MIRA,-0.101932,-78.451805,CALDERON,CALDERON,30.0,4.566666666666666,2
"ESTADIO ""PATRICO ROMERO"" LLANO GRANDE",-0.1303,-78.4116,CALDERON,CALDERON,30.0,4.566666666666666,2
LA COMUNA,-0.182012,-78.515812,LA MARISCAL,BELISARIO QUEVEDO,2.5,11.2,1
PARQUE LUCIANO ANDRADE MARIN,-0.125322,-78.497612,LA DELICIA,COTOCOLLAO,10.0,1.8,3
CANCHA EL CISNE,-0.3499,-78.5345,QUITUMBE,TURUBAMBA,6.0,9.0,1
AJAVI,-0.258301,-78.542861,ELOY ALFARO,SAN BARTOLO,4.0,8.25,1
PISCINA PIFO,-0.2230836,-78.3349542,TUMBACO,PIFO,100.0,0.13,4
PARQUE RUMIÑAHUI ALTA,-0.125975,-78.485645,EUGENIO ESPEJO,KENNEDY,3.0,5.0,2
ESTADIO DE MANGAHUANTAG,-0.1727779,-78.3719421,TUMBACO,PUEMBO,40.0,0.3,4
AREA VERDE LA PLANICIE,-0.0790551,-78.4500261,CALDERON,CALDERON,30.0,4.566666666666666,2
LIGA BARRIAL EL CISNE,-0.1303135,-78.5118651,EUGENIO ESPEJO,COCHAPAMBA,3.0,5.333333333333333,2
BELLAVISTA,-0.189749,-78.472266,EUGENIO ESPEJO,IÑAQUITO,5.5,8.909090909090908,1
PARQUE BUENOS AIRES,-0.2376,-78.4779,MANUELA SAENZ,PUENGASI,15.0,3.2,3
PARQUE RIO CHOTA,-0.100047,-78.452958,CALDERON,CALDERON,30.0,4.566666666666666,2
ESCUELA GLEN SIDE FE Y ALEGRIA,-0.3347467,-78.38376,LOS CHILLOS,PINTAG,544.0,0.03125,5
PARQUE DE LA D9,-0.0900718,-78.4493187,CALDERON,CALDERON,30.0,4.566666666666666,2
PARQUE JULIO MATOVELLE,-0.2858519,-78.5631663,QUITUMBE,CHILLOGALLO,18.0,1.7222222222222223,3
PARQUE EL HERALDO,-0.1727721,-78.4780449,EUGENIO ESPEJO,IÑAQUITO,5.5,8.909090909090908,1
CASA BARRIAL SAN JOSE,-0.1640689,-78.3074663,TUMBACO,YARUQUI,80.0,0.1875,4
ESTADIO GUANGOPOLO,-0.2578571,-78.4501551,LOS CHILLOS,GUANGOPOLO,50.0,0.12,4
MIRANDA,-0.334019,-78.4825,LOS CHILLOS,AMAGUAÑA,50.0,0.92,3
CASA BARRIAL SEÑOR DE LA BUENA ESPERANZA,-0.3037783,-78.5327383,QUITUMBE,QUITUMBE,10.0,6.2,2
PARQUE BOSQUES DE CALDERON,-0.097134,-78.4358,CALDERON,CALDERON,30.0,4.566666666666666,2
CAPILLA DE BARRIO CUBA,-0.0630267,-78.4685813,LA DELICIA,POMASQUI,8.0,2.5,3
CANCHA NUEVOS HORIZONTES,-0.3055575,-78.5270659,QUITUMBE,QUITUMBE,10.0,6.2,2
PARQUE RIO PANGOR,-0.0991275,-78.4543541,CALDERON,CALDERON,30.0,4.566666666666666,2
CANCHA COTOCOLLAO,-0.121521,-78.518156,LA DELICIA,EL CONDADO,15.0,3.7333333333333334,2
PARQUE SAN JOSE DE MONJAS,-0.2310287,-78.4925023,MANUELA SAENZ,PUENGASI,15.0,3.2,3
ESCALINATA LA OFELIA,-0.1085092,-78.4859038,LA DELICIA,PONCEANO,6.0,2.0,3
CANCHAS LAS CUADRAS,-0.277919,-78.549631,ELOY ALFARO,SOLANDA,4.5,6.888888888888889,1
SANTA TERESITA DEL VALLE,-0.265549,-78.501235,LOS CHILLOS,CONOCOTO,50.0,0.72,3
CANCHAS FERROVIARIA ALTA,-0.263233,-78.517139,ELOY ALFARO,LA FERROVIARIA,3.0,9.666666666666666,1
AMAGUAÑA,-0.3468066156,-78.4816818237,LOS CHILLOS,AMAGUAÑA,50.0,0.92,3
COMUNA SANTA ANITA,-0.0985561,-78.4047037,CALDERON,CALDERON,30.0,4.566666666666666,2
PARQUE EL DEAN BAJO,-0.324211,-78.471825,LOS CHILLOS,CONOCOTO,50.0,0.72,3
ECOVIA GUAJALO,-0.2877455,-78.5378995,ELOY ALFARO,LA ARGELIA,7.0,5.0,2
BELLAVISTA,-0.1899601,-78.469957,EUGENIO ESPEJO,IÑAQUITO,5.5,8.909090909090908,1
PARQUE NICARAGUA,-0.207542,-78.509315,MANUELA SAENZ,SAN JUAN,4.2,9.285714285714285,1
CASA BARRIAL ANDALUZ,-0.2851482,-78.4828827,LOS CHILLOS,CONOCOTO,50.0,0.72,3
TROLE EL CALZADO,-0.2583972,-78.5261386,ELOY ALFARO,SAN BARTOLO,4.0,8.25,1
ESTADIO DE CONOCOTO,-0.3022511,-78.4904493,LOS CHILLOS,CONOCOTO,50.0,0.72,3
LIGA BARRIAL LAS MARIAS,-0.2190866,-78.4114411,TUMBACO,TUMBACO,57.0,0.47368421052631576,4
YARUQUI,-0.1623933,-78.3155165,TUMBACO,YARUQUI,80.0,0.1875,4
CANCHA VALLE VERDE,-0.322635,-78.5572933,QUITUMBE,GUAMANI,12.0,4.083333333333333,2
LIGA BARRIAL COTOCOLLAO,-0.125507,-78.5225344,LA DELICIA,EL CONDADO,15.0,3.7333333333333334,2
ESTADIO PINTAG,-0.3727017,-78.3731733,LOS CHILLOS,PINTAG,544.0,0.03125,5
PARQUE SAN PEDRO DEL VALLE,-0.1727223,-78.4236116,EUGENIO ESPEJO,NAYON,20.0,0.3,4
UPC CHAGUARQUINGO,-0.247341,-78.507258,ELOY ALFARO,CHIMBACALLE,3.1,10.96774193548387,1
LIGA BARRIAL PORTAL DE CARAPUNGO,-0.0847724,-78.4495834,CALDERON,CALDERON,30.0,4.566666666666666,2
COLINAS DEL NORTE,-0.098895,-78.515998,LA DELICIA,EL CONDADO,15.0,3.7333333333333334,2
CASA SOMOS ROLDOS PISULI,-0.0845389,-78.5095862,LA DELICIA,EL CONDADO,15.0,3.7333333333333334,2
CENTRO DE SALUD SAN VICENTE DE LAS CASAS,-0.1795046,-78.5142239,LA MARISCAL,BELISARIO QUEVEDO,2.5,11.2,1
PARQUE DE YARUQUI,-0.162236,-78.318122,TUMBACO,YARUQUI,80.0,0.1875,4
SAN JOSE DE POMASQUI,-0.0609116,-78.4644391,LA DELICIA,POMASQUI,8.0,2.5,3
LIGA BELLAVISTA DE CALDERON,-0.0666244,-78.4162428,CALDERON,CALDERON,30.0,4.566666666666666,2
IGLESIA LA PULIDA,-0.14032,-78.507466,EUGENIO ESPEJO,COCHAPAMBA,3.0,5.333333333333333,2
CENTRO DE SALUD FRAY BARTOLOME DE LAS CASAS,-0.1897411,-78.5070864,LA MARISCAL,BELISARIO QUEVEDO,2.5,11.2,1
UNIDAD EDUCATIVA JACINTO JIJON,-0.3749038577,-78.5035095215,LOS CHILLOS,AMAGUAÑA,50.0,0.92,3
CANCHA ANDROMEDA,-0.203334,-78.327634,TUMBACO,YARUQUI,80.0,0.1875,4
UPC SAN BARTOLO,-0.269314,-78.529326,ELOY ALFARO,SAN BARTOLO,4.0,8.25,1
CLEMENTE YEROVI,-0.126025,-78.452072,CALDERON,LLANO CHICO,15.0,1.2666666666666666,3
ESCUELA FISCAL MIXTA GENERAL DANIEL O'LEARY,-0.2175,-78.5264,MANUELA SAENZ,LA LIBERTAD,2.0,7.0,1
SAN CARLOS DEL SUR,-0.303595,-78.53374,QUITUMBE,QUITUMBE,10.0,6.2,2
PATIO DE COMIDAS EL GUAMBRA,-0.2057942,-78.4995586,LA MARISCAL,BELISARIO QUEVEDO,2.5,11.2,1
PARQUE PISULI,-0.0897,-78.5163,LA DELICIA,EL CONDADO,15.0,3.7333333333333334,2
PARQUE EDEN DEL VALLE,-0.2396435,-78.4917036,MANUELA SAENZ,PUENGASI,15.0,3.2,3
PARQUE LA LIBERTAD,-0.229311,-78.52358,MANUELA SAENZ,LA LIBERTAD,2.0,7.0,1
ECOVIA SAN CRISTOBAL,-0.2827195,-78.5349482,ELOY ALFARO,LA ARGELIA,7.0,5.0,2
CANCHAS SAN JOSE OBRERO,-0.1178394,-78.5182979,LA DELICIA,EL CONDADO,15.0,3.7333333333333334,2
SANTA TERESITA DE MIRAVALLE,-0.273455,-78.503112,LOS CHILLOS,CONOCOTO,50.0,0.72,3
PARQUE GUACHALA,-0.2295447,-78.4819415,MANUELA SAENZ,PUENGASI,15.0,3.2,3
PARQUE JOSE NAVARRO,-0.2127799,-78.4846764,MANUELA SAENZ,ITCHIMBIA,8.0,6.625,1
UPC TURUBAMBA ALTO,-0.277254,-78.544446,ELOY ALFARO,SOLANDA,4.5,6.888888888888889,1
CANCHA LA FLORENCIA,-0.347627,-78.552696,QUITUMBE,GUAMANI,12.0,4.083333333333333,2
ECOVIA JIPIJAPA,-0.1648373,-78.4754309,EUGENIO ESPEJO,JIPIJAPA,4.5,2.2222222222222223,3
SAN PABLO,-0.221364,-78.485234,MANUELA SAENZ,ITCHIMBIA,8.0,6.625,1
PARQUE ARROYO DEL RIO,-0.091997,-78.4487769,CALDERON,CALDERON,30.0,4.566666666666666,2
UNIDAD EDUCATIVA PEDRO LUIS CALERO,-0.148605,-78.442012,EUGENIO ESPEJO,ZAMBIZA,18.0,0.9444444444444444,3
COLEGIO LUIS ENRIQUE RAZA BOLAÑOS,-0.30006,-78.5249233,QUITUMBE,QUITUMBE,10.0,6.2,2
LA TOLA,-0.22604,-78.5058967,MANUELA SAENZ,ITCHIMBIA,8.0,6.625,1
ESCUELA ENMA VACA,-0.3191063,-78.5270252,QUITUMBE,TURUBAMBA,6.0,9.0,1
LIGA BARRIAL AMAGUAÑA,-0.37725,-78.5051,LOS CHILLOS,AMAGUAÑA,50.0,0.92,3
PARQUE 17 DE JULIO,-0.257249,-78.51599,ELOY ALFARO,LA FERROVIARIA,3.0,9.666666666666666,1
LIGA BARRIAL EUGENIO ESPEJO,-0.267185,-78.558433,ELOY ALFARO,LA MENA,4.0,6.25,2
MERCADO ARTESANAL,-0.2069752,-78.4952076,LA MARISCAL,MARISCAL SUCRE,2.8,10.714285714285715,1
PARQUE SAN JOSE DE CHILIBULO,-0.240304,-78.543075,ELOY ALFARO,CHILIBULO,5.0,5.2,2
COMITE PROMEJORAS CAUPICHO,-0.3288107,-78.5388205,QUITUMBE,TURUBAMBA,6.0,9.0,1
IGLESIA SAN ISIDRO DEL INCA,-0.148472,-78.466549,EUGENIO ESPEJO,SAN ISIDRO DEL INCA,7.0,1.5714285714285714,3
PARQUE PUENTE AMARILLO,-0.241569,-78.485208,MANUELA SAENZ,PUENGASI,15.0,3.2,3
BELLAVISTA,-0.189067,-78.473431,EUGENIO ESPEJO,IÑAQUITO,5.5,8.909090909090908,1
COLEGIO MUNICIPAL COTOCOLLAO,-0.1163108,-78.4855866,LA DELICIA,PONCEANO,6.0,2.0,3
COLEGIO MEJIA,-0.211278,-78.504158,MANUELA SAENZ,SAN JUAN,4.2,9.285714285714285,1
BICENTERNARIO,-0.065995,-78.451925,CALDERON,CALDERON,30.0,4.566666666666666,2
LIGA BARRIAL BOLIVAR RODRIGUEZ,-0.2268790305,-78.4923248291,MANUELA SAENZ,PUENGASI,15.0,3.2,3
CANCHAS DEPORTIVAS LA VENECIA,-0.33729,-78.54129,QUITUMBE,TURUBAMBA,6.0,9.0,1
MERCADO DE CALDERON,-0.1015,-78.4242,CALDERON,CALDERON,30.0,4.566666666666666,2
CARAPUNGO,-0.0895,-78.4523,CALDERON,CALDERON,30.0,4.566666666666666,2
PARQUE TUNGURAHUA,-0.1109,-78.4489,CALDERON,CALDERON,30.0,4.566666666666666,2
AREA RECREATIVA CARAPUNGO,-0.0893,-78.4515,CALDERON,CALDERON,30.0,4.566666666666666,2
CANCHA LLANO CHICO,-0.1226,-78.4542,CALDERON,LLANO CHICO,15.0,1.2666666666666666,3
METRO SOLANDA,-0.265985,-78.535305,ELOY ALFARO,SOLANDA,4.5,6.888888888888889,1
PARQUE EL POBRE DIABLO,-0.265075,-78.537439,ELOY ALFARO,SOLANDA,4.5,6.888888888888889,1
PARQUE EL POBRE DIABLO,-0.243306,-78.512668,ELOY ALFARO,CHIMBACALLE,3.1,10.96774193548387,1
UPC YAGUACHI,-0.233868,-78.528257,ELOY ALFARO,CHILIBULO,5.0,5.2,2
PARQUE SOLANDA SECTOR 2,-0.2655,-78.5376,ELOY ALFARO,SOLANDA,4.5,6.888888888888889,1
CENTRO DE SALUD JESUS DEL GRAN PODER,-0.232969,-78.536369,ELOY ALFARO,CHILIBULO,5.0,5.2,2
MERCADO DE CHIMBACALLE,-0.24006,-78.514246,ELOY ALFARO,CHIMBACALLE,3.1,10.96774193548387,1
INSTITUTO DE AUDICION Y LENGUAJE ENRIQUETA SANTILLAN,-0.258746,-78.549521,ELOY ALFARO,LA MENA,4.0,6.25,2
COLEGIO REPLICA 24 DE MAYO,-0.257152,-78.550219,ELOY ALFARO,LA MENA,4.0,6.25,2
MENA DOS,-0.256741,-78.552414,ELOY ALFARO,LA MENA,4.0,6.25,2
CASA COMUNAL SANTA BARBARA,-0.267886,-78.559528,ELOY ALFARO,LA MENA,4.0,6.25,2
UPC LA SANTIAGO,-0.251358,-78.539075,ELOY ALFARO,CHILIBULO,5.0,5.2,2
PARQUE CIUDADELA EL COMERCIO,-0.273815,-78.543166,ELOY ALFARO,SOLANDA,4.5,6.888888888888889,1
PLAZA LA MADGALENA,-0.241055,-78.531791,ELOY ALFARO,LA MAGDALENA,3.8,5.0,2
COLEGIO SUCRE,-0.26443,-78.526782,ELOY ALFARO,SAN BARTOLO,4.0,8.25,1
LIGA DEPORTIVA AMISTAD,-0.249107,-78.521927,ELOY ALFARO,LA MAGDALENA,3.8,5.0,2
PARQUE QUITO SUR,-0.257428,-78.53151,ELOY ALFARO,SAN BARTOLO,4.0,8.25,1
CASA BARRIAL EL CALZADO,-0.254816,-78.528642,ELOY ALFARO,SAN BARTOLO,4.0,8.25,1
LA GATAZO,-0.260189,-78.544044,ELOY ALFARO,SAN BARTOLO,4.0,8.25,1
PARQUE DE LA MADRE,-0.268429,-78.543241,ELOY ALFARO,SOLANDA,4.5,6.888888888888889,1
CIUDADELA CASAS QUITO,-0.272397,-78.530493,ELOY ALFARO,SOLANDA,4.5,6.888888888888889,1
LIGA BARRIAL SAN JOSE LA MAGDALENA,-0.244206,-78.526674,ELOY ALFARO,LA MAGDALENA,3.8,5.0,2
ECOVIA CHIMBACALLE,-0.245156,-78.515418,ELOY ALFARO,CHIMBACALLE,3.1,10.96774193548387,1
MERCADO DE IÑAQUITO,-0.172118,-78.486845,EUGENIO ESPEJO,IÑAQUITO,5.5,8.909090909090908,1
PARQUE MEXICO,-0.18184,-78.474544,EUGENIO ESPEJO,IÑAQUITO,5.5,8.909090909090908,1
ESTADIO SAN JOSE DE MINAS,0.1758,-78.4051,EUGENIO ESPEJO,SAN JOSE DE MINAS,150.0,0.02,5
LIGA BARRIAL LA COMUNA,-0.190979,-78.512011,LA MARISCAL,BELISARIO QUEVEDO,2.5,11.2,1
PISCINA SAN JOSE DE MINAS,0.1755942,-78.4059584,EUGENIO ESPEJO,SAN JOSE DE MINAS,150.0,0.02,5
PARQUE SAN JOSE DE MINAS,0.171206,-78.41073,EUGENIO ESPEJO,SAN JOSE DE MINAS,150.0,0.02,5
PARQUE CENTRAL PERUCHO,0.108834,-78.423532,EUGENIO ESPEJO,PERUCHO,38.0,0.05263157894736842,5
PARQUE LA MERCED,-0.135175,-78.4659,EUGENIO ESPEJO,SAN ISIDRO DEL INCA,7.0,1.5714285714285714,3
PLAZA REPUBLICA DE NICARAGUA,-0.180053,-78.472669,EUGENIO ESPEJO,IÑAQUITO,5.5,8.909090909090908,1
PLAZA SAN LORENZO GUAYLLABAMBA,-0.057797,-78.351769,EUGENIO ESPEJO,GUAYLLABAMBA,48.0,0.2708333333333333,4
PARQUE DEL GUAMBRA,-0.065653,-78.356184,EUGENIO ESPEJO,GUAYLLABAMBA,48.0,0.2708333333333333,4
COMPLEJO DEPORTIVO GUAYLLABAMBA,-0.06399,-78.355967,EUGENIO ESPEJO,GUAYLLABAMBA,48.0,0.2708333333333333,4
CASA COMUNAL LA CONCEPCION GUAYLLABAMBA,-0.063019,-78.352814,EUGENIO ESPEJO,GUAYLLABAMBA,48.0,0.2708333333333333,4
COLEGIO BENALCAZAR,-0.184,-78.4797,EUGENIO ESPEJO,IÑAQUITO,5.5,8.909090909090908,1
CANCHA BELLAVISTA GUANGÜILTAGUA,-0.1679034,-78.4584479,EUGENIO ESPEJO,IÑAQUITO,5.5,8.909090909090908,1
CASA COMUNAL GUAYLLABAMBA,-0.065055,-78.363093,EUGENIO ESPEJO,GUAYLLABAMBA,48.0,0.2708333333333333,4
ESCUELA HOMERA VITERI LAFRONTE,-0.055862,-78.353597,EUGENIO ESPEJO,GUAYLLABAMBA,48.0,0.2708333333333333,4
LIGA BARRIAL LA PULIDA,-0.136968,-78.508709,EUGENIO ESPEJO,COCHAPAMBA,3.0,5.333333333333333,2
CNE PICHINCHA,-0.177848,-78.487997,EUGENIO ESPEJO,IÑAQUITO,5.5,8.909090909090908,1
OBELISCO DE COTOCOLLAO,-0.1187,-78.4942,LA DELICIA,COTOCOLLAO,10.0,1.8,3
CASA BARRIAL INGAPI,-0.0391,-78.441,LA DELICIA,POMASQUI,8.0,2.5,3
ESTADIO PACTO,0.143601,-78.766972,CHOCO ANDINO,PACTO,236.0,0.01694915254237288,5
PARQUE GUALEA,0.111563,-78.749298,CHOCO ANDINO,GUALEA,120.97,0.008266512358435976,5
INFOCENTRO INGAPI,0.126567,-78.797277,CHOCO ANDINO,PACTO,236.0,0.01694915254237288,5
PARQUE DE TULIPE,0.086953,-78.734495,CHOCO ANDINO,NANEGALITO,45.0,0.1111111111111111,4
CATZUQUI DE VELASCO,-0.0616,-78.5085,LA DELICIA,EL CONDADO,15.0,3.7333333333333334,2
PARQUE PACTO,0.141855,-78.767681,CHOCO ANDINO,PACTO,236.0,0.01694915254237288,5
CANCHA DE TANLAHUA,0.043528,-78.449032,LA DELICIA,SAN ANTONIO,80.0,0.3,4
MIRADOR DE PULULAHUA,0.025317,-78.483233,CHOCO ANDINO,CALACALI,100.0,0.06,5
PARQUE LA HACIENDA,-0.0647,-78.5188,CHOCO ANDINO,NONO,230.0,0.013043478260869565,5
PARQUE CENTRAL DE PUSUQUI,-0.067703,-78.463377,LA DELICIA,POMASQUI,8.0,2.5,3
CANCHA LA FLORIDA,-0.142819,-78.497824,EUGENIO ESPEJO,LA CONCEPCION,2.5,4.8,2
COLEGIO ANDRES BELLO,-0.106473,-78.491986,LA DELICIA,PONCEANO,6.0,2.0,3
PARQUE LA FLORIDA,-0.142453132,-78.49386027,EUGENIO ESPEJO,LA CONCEPCION,2.5,4.8,2
BOULEVARD AMAZONAS,-0.206721,-78.49715,LA MARISCAL,MARISCAL SUCRE,2.8,10.714285714285715,1
BOULEVARD AMAZONAS,-0.20449,-78.495177,LA MARISCAL,MARISCAL SUCRE,2.8,10.714285714285715,1
BOULEVARD AMAZONAS,-0.20141,-78.492073,LA MARISCAL,MARISCAL SUCRE,2.8,10.714285714285715,1
BOULEVARD AMAZONAS,-0.200393,-78.490923,LA MARISCAL,MARISCAL SUCRE,2.8,10.714285714285715,1
PLAZA DE LAS FOCAS,-0.210728,-78.493635,MANUELA SAENZ,ITCHIMBIA,8.0,6.625,1
METRO LA MAGDALENA,-0.239227,-78.52358,ELOY ALFARO,LA MAGDALENA,3.8,5.0,2
CONOCOTO,-0.292116,-78.476476,LOS CHILLOS,CONOCOTO,50.0,0.72,3
MULTIGENERACIONAL LA MERCED,-0.29434,-78.398885,LOS CHILLOS,LA MERCED,1.5,7.333333333333333,1
PARADA PINTAG,-0.341147,-78.382917,LOS CHILLOS,PINTAG,544.0,0.03125,5
CASA BARRIAL LA LIBERTAD AMAGUAÑA,-0.359199,-78.515698,LOS CHILLOS,AMAGUAÑA,50.0,0.92,3
UBILLUS PINTAG,-0.421491,-78.376784,LOS CHILLOS,PINTAG,544.0,0.03125,5
IGLESIA TOLONTAG,-0.338292,-78.352561,LOS CHILLOS,PINTAG,544.0,0.03125,5
CONOCOTO,-0.292601,-78.475439,LOS CHILLOS,CONOCOTO,50.0,0.72,3
ESTADIO LA TOGLLA,-0.249406,-78.440553,LOS CHILLOS,GUANGOPOLO,50.0,0.12,4
ESTADIO SAN AGUSTIN,-0.3648,-78.3509,LOS CHILLOS,PINTAG,544.0,0.03125,5
CANCHA VALENCIA,-0.375125,-78.389885,LOS CHILLOS,PINTAG,544.0,0.03125,5
CANCHA SANTA TERESA,-0.349574,-78.409954,LOS CHILLOS,PINTAG,544.0,0.03125,5
IGLESIA LA TOLA,-0.3549,-78.3893,LOS CHILLOS,PINTAG,544.0,0.03125,5
PARQUE DE LA COCHA,-0.307623,-78.399059,LOS CHILLOS,LA MERCED,1.5,7.333333333333333,1
PARQUE METROPOLITANO DEL SUR,-0.338969,-78.512764,LOS CHILLOS,AMAGUAÑA,50.0,0.92,3
PARQUE LA CHORRERA,-0.277607,-78.478635,LOS CHILLOS,CONOCOTO,50.0,0.72,3
GENERAL CALICUCHIMA,-0.322588,-78.419344,LOS CHILLOS,ALANGASI,40.0,0.55,4
CANCHAS GONZALES SUAREZ,-0.358674,-78.474696,LOS CHILLOS,AMAGUAÑA,50.0,0.92,3
PARQUE RECREATIVO LA ARMENIA 2,-0.294214,-78.464615,LOS CHILLOS,CONOCOTO,50.0,0.72,3
PARQUE CONOCOTO,-0.293717,-78.46881,LOS CHILLOS,CONOCOTO,50.0,0.72,3
SUBIDA AL PASOCHOA,-0.398404,-78.495052,LOS CHILLOS,AMAGUAÑA,50.0,0.92,3
CASA COMUNAL MIRANDA GRANDE,-0.327198,-78.503181,LOS CHILLOS,AMAGUAÑA,50.0,0.92,3
PARQUE ALANGASI,-0.32198,-78.409723,LOS CHILLOS,ALANGASI,40.0,0.55,4
PLAZOLETA SAN FRANCISCO DE ALPAHUMA,-0.332976,-78.406367,LOS CHILLOS,ALANGASI,40.0,0.55,4
SAN BLAS,-0.219782,-78.503836,MANUELA SAENZ,CENTRO HISTORICO,3.5,17.428571428571427,1
LA TOLA,-0.22399,-78.504515,MANUELA SAENZ,CENTRO HISTORICO,3.5,17.428571428571427,1
ECOVIA SIMON BOLIVAR,-0.215896,-78.503044,MANUELA SAENZ,ITCHIMBIA,8.0,6.625,1
TROLE ALAMEDA NORTE,-0.21494,-78.503422,MANUELA SAENZ,ITCHIMBIA,8.0,6.625,1
PARQUE LA ALAMEDA,-0.21566,-78.502787,MANUELA SAENZ,ITCHIMBIA,8.0,6.625,1
PARADA EL TREBOL,-0.23306,-78.504709,MANUELA SAENZ,PUENGASI,15.0,3.2,3
PLAZA CHICA,-0.221143,-78.511331,MANUELA SAENZ,CENTRO HISTORICO,3.5,17.428571428571427,1
SAN FRANCISCO,-0.22047,-78.514617,MANUELA SAENZ,CENTRO HISTORICO,3.5,17.428571428571427,1
ESCUELA DANIEL OLEARY,-0.218035,-78.52633,MANUELA SAENZ,LA LIBERTAD,2.0,7.0,1
ESCUELA SUCRE,-0.224035,-78.510358,MANUELA SAENZ,CENTRO HISTORICO,3.5,17.428571428571427,1
PASAJE SANGUÑA,-0.21862,-78.515454,MANUELA SAENZ,CENTRO HISTORICO,3.5,17.428571428571427,1
PARQUE PUENGASI,-0.252377,-78.49526,MANUELA SAENZ,PUENGASI,15.0,3.2,3
MIRAVALLE,-0.210796,-78.474703,MANUELA SAENZ,ITCHIMBIA,8.0,6.625,1
PARQUE SANTA ANITA DEL SUR,-0.330281,-78.565914,QUITUMBE,GUAMANI,12.0,4.083333333333333,2
PLATAFORMA SUR,-0.2918,-78.5463,QUITUMBE,QUITUMBE,10.0,6.2,2
DIVINO NIÑO,-0.330739,-78.570416,QUITUMBE,GUAMANI,12.0,4.083333333333333,2
CASA BARRIAL LAS CUADRAS DE FUNDEPORTE,-0.285737,-78.558087,QUITUMBE,CHILLOGALLO,18.0,1.7222222222222223,3
DIVINO NIÑO,-0.3331,-78.5246,QUITUMBE,TURUBAMBA,6.0,9.0,1
CAUSAYLLACTA,-0.2893,-78.5516,QUITUMBE,QUITUMBE,10.0,6.2,2
NUEVOS HORIZONTES DEL SUR,-0.3076,-78.5301,QUITUMBE,QUITUMBE,10.0,6.2,2
CANCHAS SAN FERNANDO,-0.336052,-78.562274,QUITUMBE,GUAMANI,12.0,4.083333333333333,2
VIA DEL OLEODUCTO,-0.29112,-78.562884,QUITUMBE,CHILLOGALLO,18.0,1.7222222222222223,3
LIGA MARQUESA DE SOLANDA,-0.268948,-78.545918,ELOY ALFARO,SOLANDA,4.5,6.888888888888889,1
TERRANOVA,-0.299742,-78.553502,QUITUMBE,QUITUMBE,10.0,6.2,2
RESERVORIO DE CUMBAYA,-0.19534,-78.429842,TUMBACO,CUMBAYA,26.51,0.6035458317615994,4
