nombre,lat,lng,az,parroquia
SUBCENTRO DE SALUD EL TINGO,-0.2855144143,-78.4400939941, LOS CHILLOS,ALANGASI
CANCHA LIGA BARRIAL MEDIA LUNA,-0.255708,-78.520091,ELOY ALFARO,LA FERROVIARIA
CASA CULTURAL COMITE DEL PUEBLO,-0.1217518,-78.463474, LA DELICIA ,COMITE DEL PUEBLO
CANCHA LA REDONDA TUMBACO,-0.2306554,-78.3399336, TUMBACO,PIFO
PARQUE LA TOLA,-0.2266755,-78.5051951, MANUELA SAENZ,ITCHIMBIA
IGLESIA SAN JOSE DE COLLAQUI,-0.1766907,-78.3974914, TUMBACO,TUMBACO
PARQUE CHINO,-0.2599234,-78.5374258,ELOY ALFARO,SAN BARTOLO
PARQUE JULIO ANDRADE,-0.2010511,-78.4963051,LA MARISCAL,MARISCAL SUCRE
SANTA BARBARA,-0.27022,-78.558857,ELOY ALFARO,LA MENA
LIGA MARIA ELENA SALAZAR,-0.2857799,-78.5402493,ELOY ALFARO,LA ARGELIA
PARQUE TERRANOVA,-0.2992315,-78.5520061,QUITUMBE,QUITUMBE
LIGA LA CONCORDIA,-0.2985664,-78.5602436,QUITUMBE,LA ECUATORIANA
PARQUE UNION POPULAR,-0.2819,-78.5395,ELOY ALFARO,SOLANDA
EL VERGEL,-0.3084133,-78.5290067,QUITUMBE,QUITUMBE
PARQUE EL EJIDO 3,-0.2108671,-78.4986763, MANUELA SAENZ,ITCHIMBIA
LIGA BARRIAL SAN JOSE CALDERON,-0.0887016,-78.4405716,CALDERON,CALDERON
CANCHA LIGA ALMA LOJANA,-0.2342886,-78.4822682, MANUELA SAENZ,PUENGASI
ESTADIO DEL BARRIO LA TOLA,-0.2289089,-78.5035184, MANUELA SAENZ,ITCHIMBIA
CANCA LUCHA DE LOS POBRES MEDIA,-0.288908,-78.531766,ELOY ALFARO,LA ARGELIA
IGLESIA CRISTOBAL LIBERTADOR,-0.289408,-78.530755,ELOY ALFARO,LA ARGELIA
CASA BARRIAL QUITUMBE,-0.285341,-78.539606,ELOY ALFARO,LA ARGELIA
PARQUE CUMANDA,-0.12359,-78.4961217, LA DELICIA ,COTOCOLLAO
PARQUE CACIQUE PINTAG,-0.2412193,-78.5253869,ELOY ALFARO,LA MAGDALENA
TROLE ESTADIO NORTE,-0.1775808,-78.4886468, EUGENIO ESPEJO ,IÑAQUITO
MANUEL MARIA RECALDE Y DOLORES CACUANGO,-0.273013,-78.502951,QUITUMBE,CHILLOGALLO
PARQUE OYAMBARILLO,-0.19529,-78.331072, TUMBACO,TABABELA
VIA A NONO,-0.117163,-78.519596, LA DELICIA ,EL CONDADO
PARQUE CENTRAL ZAMBIZA,-0.1490583,-78.44077, EUGENIO ESPEJO ,ZAMBIZA
PARQUE OBRERO DEL VALLE DEL SUR,-0.300972,-78.535112,QUITUMBE,QUITUMBE
PARQUE SAN JOSE DE GUAMANI,-0.3302111,-78.5466768,QUITUMBE,TURUBAMBA
PARQUE EL PORVENIR,-0.1241931,-78.5041883, EUGENIO ESPEJO ,COCHAPAMBA
IGLESIA DE CHIMBACALLE,-0.238171,-78.516145,ELOY ALFARO,CHIMBACALLE
BELLAVISTA,-0.18975,-78.472985, EUGENIO ESPEJO ,IÑAQUITO
PARQUE CIUDADELA IBARRA,-0.2953965,-78.5634578,QUITUMBE,LA ECUATORIANA
ESTADIO CHIMBACALLE,-0.245865,-78.5142106,ELOY ALFARO,CHIMBACALLE
CANCHA ECUATORIANA,-0.30806,-78.571185,QUITUMBE,LA ECUATORIANA
COLISEO DE YARUQUI,-0.165118,-78.318878, TUMBACO,YARUQUI
ESCUELA CAMILO GALLEGOS,-0.2642941,-78.5547593,ELOY ALFARO,LA MENA
DE LOS TULIPANES,-0.160204,-78.474021, EUGENIO ESPEJO ,JIPIJAPA
AV. PATRIA,-0.2096633,-78.4942416,LA MARISCAL,MARISCAL SUCRE
PARQUE UGALDE,-0.2587303,-78.5216951,ELOY ALFARO,LA FERROVIARIA
PARQUE LAS CASAS,-0.1854177,-78.507572,LA MARISCAL,BELISARIO QUEVEDO
PARQUE HIDALGO DE PINTO QUITO TENNIS,-0.162441,-78.493777, EUGENIO ESPEJO ,RUMIPAMBA
TROLE MARISCAL,-0.2044919,-78.4989861,LA MARISCAL,BELISARIO QUEVEDO
PARQUE PLAZA MAGDALENA,-0.2383682,-78.525466,ELOY ALFARO,LA MAGDALENA
COLEGIO CARLOS ZAMBRANO,-0.1835121,-78.5105473,LA MARISCAL,BELISARIO QUEVEDO
ECOVIA LA PAZ,-0.1965583,-78.4830806, EUGENIO ESPEJO ,IÑAQUITO
ECOVIA LABRETAÑA,-0.3118763,-78.5471034,QUITUMBE,TURUBAMBA
LOS CHILLOS,-0.368645,-78.502212, LOS CHILLOS,AMAGUAÑA
LIGA BARRIAL SAN JOSE CALDERON,-0.0866573,-78.4479093,CALDERON,CALDERON
LIGA BARRIAL EL TRANSITO,-0.2871283,-78.5655783,QUITUMBE,CHILLOGALLO
12 DE OCTUBRE,-0.2033083,-78.48334, EUGENIO ESPEJO ,IÑAQUITO
PATIO DE COMIDAS EL GUAMBRA,-0.205789,-78.499129,LA MARISCAL,MARISCAL SUCRE
ESCUELA NICOLAS GUILLEN,-0.2921427,-78.5247467,ELOY ALFARO,LA ARGELIA
CASA BARRIAL DE MIRANDA BAJO,-0.332061,-78.487916, LOS CHILLOS,AMAGUAÑA
LA TOLA,-0.225835,-78.505544, MANUELA SAENZ,ITCHIMBIA
LIGA BARRIAL EL EJIDO,-0.382702,-78.509635, LOS CHILLOS,AMAGUAÑA
IGLESIA CATOLICA SAN PEDRO Y SAN PABLO,-0.217402,-78.48521, MANUELA SAENZ,ITCHIMBIA
CASA COMUNAL LA JOSEFINA,-0.078646,-78.47323, LA DELICIA ,CARCELEN
LIGA SAN JOSE DE GUAMANI,-0.330182,-78.54741,QUITUMBE,TURUBAMBA
LIGA BARRIAL CUENDINA,-0.37077,-78.4749, LOS CHILLOS,AMAGUAÑA
LIGA DEPORTIVA BARRIAL ATAHUALPA,-0.3367483,-78.4808583, LOS CHILLOS,AMAGUAÑA
PARQUE LA Y,0.0002202,-78.4431718, LA DELICIA ,SAN ANTONIO
PARQUE CIUDADELA IBARRA,-0.2961696,-78.5620248,QUITUMBE,LA ECUATORIANA
PARQUE LIDERES DEL SUR,-0.3294331,-78.5693656,QUITUMBE,GUAMANI
PARQUE QUITO CABLES,-0.095271,-78.507709, LA DELICIA ,EL CONDADO
BELLAVISTA,-0.191173,-78.470972, EUGENIO ESPEJO ,IÑAQUITO
ESTADIO LA ECUATORIANA,-0.3095983,-78.561865,QUITUMBE,LA ECUATORIANA
ESCUELA FISCAL LUZ Y VIDA,-0.072595,-78.4395005,CALDERON,CALDERON
PARQUE LA QUINTANA,-0.1278199,-78.4604425, EUGENIO ESPEJO ,SAN ISIDRO DEL INCA
PARQUE CIUDADELA IBARRA,-0.2965557,-78.5637933,QUITUMBE,LA ECUATORIANA
ESTADIO ANGAMARCA,-0.291885,-78.4299966, LOS CHILLOS,ALANGASI
CANCHA DE FUTBOL,-0.0914374,-78.5036573, LA DELICIA ,EL CONDADO
FRANCO MENDEZ,-0.315216,-78.543224,QUITUMBE,TURUBAMBA
LIGA BARRIAL TURUBAMBA,-0.2790838,-78.5416983,ELOY ALFARO,SOLANDA
PARQUE QUITUS COLONIAL,-0.3073067,-78.5335233,QUITUMBE,QUITUMBE
LIGA BARRIAL LA ESPERANZA DE TUMBACO,-0.1913835,-78.3827561, TUMBACO,TUMBACO
CASA BARRIAL BARRIO EL CALVARIO,-0.1570766,-78.3191412, TUMBACO,YARUQUI
CIUDAD BICENTENARIO,-0.0672463,-78.4506148,CALDERON,CALDERON
CASA BARRIAL DE MIRANDA,-0.331951,-78.489313, LOS CHILLOS,AMAGUAÑA
LIGA DEPORTIVA BARRIAL 5 DE FEBRERO,-0.3108,-78.5694,QUITUMBE,LA ECUATORIANA
ESTADIO FRANCISCO REINOSO CORDERO,-0.1996333,-78.4281667, TUMBACO,CUMBAYA
PARQUE CALIFORNIA BONANZA,-0.131165,-78.4792195, EUGENIO ESPEJO ,KENNEDY
PARQUE SAN ANTONIO,6.12e-05,-78.4426289, LA DELICIA ,SAN ANTONIO
PARQUE 17 DE JULIO LA REDONDA,-0.2580179,-78.5166133,ELOY ALFARO,LA FERROVIARIA
TURUBAMBA,-0.3540063,-78.5298583,QUITUMBE,TURUBAMBA
PARQUE EL CALZADO,-0.2547852,-78.5267056,ELOY ALFARO,SAN BARTOLO
PARQUE LA VICTORIA CENTRAL,-0.3489738,-78.5551158,QUITUMBE,GUAMANI
PARQUE ELOY ALFARO,-0.241993,-78.48733, MANUELA SAENZ,PUENGASI
PARQUE LA COMUNA,-0.1883153,-78.5163677,LA MARISCAL,BELISARIO QUEVEDO
LIGA DEPORTIVA BARRIAL MANUELA SAENZ,-0.3258203,-78.5730639,QUITUMBE,LA ECUATORIANA
CASA COMUNAL PIO XII,-0.0642423,-78.4297299,CALDERON,CALDERON
PARQUE SAN JOSE COTOCOLLAO,-0.1199694,-78.5011879, LA DELICIA ,COTOCOLLAO
12 DE OCTUBRE,-0.205722,-78.486666,LA MARISCAL,MARISCAL SUCRE
MERCADO VIRGEN DEL CISNE,-0.09348,-78.5165, LA DELICIA ,EL CONDADO
MIRADOR DE COTOCOLLAO,-0.1158915,-78.4689809, LA DELICIA ,COMITE DEL PUEBLO
ECOVIA EUGENIO ESPEJO,-0.2142033,-78.4987233, MANUELA SAENZ,ITCHIMBIA
ECOVIA COLEGIO MONTUFAR,-0.2377293,-78.5093725,ELOY ALFARO,CHIMBACALLE
PARQUE CENTRAL HOSPITAL DEL SUR,-0.246005,-78.540085,ELOY ALFARO,CHILIBULO
RANCHO BAJO,-0.095213,-78.508843, LA DELICIA ,EL CONDADO
COMITE PROMEJORAS ECASA,-0.319058,-78.533618,QUITUMBE,TURUBAMBA
PARQUE SAN PEDRO DE AMAGUAÑA,-0.375614,-78.506433, LOS CHILLOS,AMAGUAÑA
PARQUE CENTRAL LA MERCED,-0.2924583,-78.40053, LOS CHILLOS,LA MERCED
UNIDAD EDUCATIVA DIEGO ABAD DE CEPEDA,-0.0962728,-78.5117091, LA DELICIA ,EL CONDADO
PARQUE BELLAVISTA ALTA,-0.1224745,-78.5027778, LA DELICIA ,COTOCOLLAO
SAN JOSE DE GUAMANI,-0.325917,-78.548708,QUITUMBE,TURUBAMBA
UNIDAD EDUCATIVA AURELIO BAYAS,-0.2966022,-78.5315246,QUITUMBE,QUITUMBE
PARQUE LUCIANO ANDRADE MARIN,-0.125675,-78.4977383, LA DELICIA ,COTOCOLLAO
PARQUE DIEGO DE LA VEGA,-0.107618,-78.500442, LA DELICIA ,COTOCOLLAO
CASA BARRIAL CARLOS MARIA DE LA TORRE,-0.2969317,-78.4371317, LOS CHILLOS,ALANGASI
PAMPA ECUATORIANA,-0.336313,-78.579871,QUITUMBE,GUAMANI
LIGA BARRIAL ELOY ALFARO,-0.240124,-78.518221,ELOY ALFARO,LA MAGDALENA
CANCHA LIGA QUITO NORTE,-0.125053,-78.49816, LA DELICIA ,COTOCOLLAO
ECOVIA GUAYANAY ÑAN,-0.3055485,-78.5430978,QUITUMBE,QUITUMBE
GRUTA DEL DIVINO NIÑO LA FLORIDA,-0.366893,-78.499958, LOS CHILLOS,AMAGUAÑA
CANCHA SAN FRANSCISCO DE CONOCOTO,-0.3253942,-78.4763637, LOS CHILLOS,CONOCOTO
BARTOLOME DE LA ROSA LA DELICIA,-0.08955,-78.46804, LA DELICIA ,CARCELEN
PARQUE DE ZAMBIZA,-0.1480693,-78.4406423, EUGENIO ESPEJO ,ZAMBIZA
ECOVIA MANUELA CAÑIZARES,-0.2050626,-78.4907937,LA MARISCAL,MARISCAL SUCRE
TROLE LA VILLAFLORA,-0.24441,-78.5186321,ELOY ALFARO,CHIMBACALLE
IGLESIA SAGRADOS CORAZONES BELLAVISTA,-0.188198,-78.473481, EUGENIO ESPEJO ,IÑAQUITO
PARQUE ELOY ALFARO,-0.2427779,-78.5095725,ELOY ALFARO,CHIMBACALLE
CANCHA DE USO MULTIPLE ROJAS,-0.2164259,-78.4308246, TUMBACO,CUMBAYA
CALDERON,-0.1005311,-78.4231872,CALDERON,CALDERON
LIGA DEPORTIVA BARRIAL TAMBOLLACTA,-0.289903,-78.542357,QUITUMBE,QUITUMBE
TROLE CHIMBACALLE,-0.2398157,-78.5169446,ELOY ALFARO,CHIMBACALLE
LIGA DEPORTIVA BARRIAL LOS ANDES,-0.2919071,-78.5655982,QUITUMBE,LA ECUATORIANA
ESCUELA 9 DE AGOSTO,-0.0919913,-78.502957, LA DELICIA ,EL CONDADO
CANCHAS SANTA LUCIA,-0.228340894,-78.5284957886, MANUELA SAENZ,LA LIBERTAD
COMITE PROMEJORAS,-0.117962,-78.504466, LA DELICIA ,COTOCOLLAO
IGLESIA TREBOLES DEL SUR,-0.312358,-78.535171,QUITUMBE,QUITUMBE
ESTADIO DEL COMITE DEL PUEBLO,-0.1213826,-78.4668841, LA DELICIA ,COMITE DEL PUEBLO
PARQUE FULTON,-0.2374829,-78.5111554,ELOY ALFARO,CHIMBACALLE
CANCHA CENEPA,0.0045,-78.4483, LA DELICIA ,SAN ANTONIO
CALLE NORUEGA,-0.186848,-78.480621, EUGENIO ESPEJO ,IÑAQUITO
PARQUE LAS PIRAMIDES LA DELICIA,-0.086858,-78.462889, LA DELICIA ,CARCELEN
CANCHAS BIENESTAR COMUNITARIO,-0.3554,-78.545473,QUITUMBE,TURUBAMBA
PARQUE LINEAL QUITO SUR,-0.2625459,-78.5382211,ELOY ALFARO,SAN BARTOLO
LIGA BARRIAL ANGAMARCA,-0.290465,-78.424705, LOS CHILLOS,ALANGASI
PARQUE INFANTIL,0.00527,-78.440626, LA DELICIA ,SAN ANTONIO
ESTADIO JAIME DEL CASTILLO,-0.230595,-78.336134, TUMBACO,PIFO
CANCHAS TAMBO DEL INCA,-0.299614,-78.519662,QUITUMBE,QUITUMBE
PLAZA GRANDE,-0.2205748111,-78.5117034912, MANUELA SAENZ,CENTRO HISTORICO
CANCHA RIO COCA,-0.1630683,-78.4706728, EUGENIO ESPEJO ,JIPIJAPA
PARQUE DE CHIMBACALLE,-0.2398357,-78.5147423,ELOY ALFARO,CHIMBACALLE
CANCHAS CIUDADELA IBARRA,-0.29363,-78.563035,QUITUMBE,LA ECUATORIANA
PARQUE MARIANITA DE JESUS CALDERON,-0.082726,-78.418679,CALDERON,CALDERON
PARQUE TODOS UNIDOS,-0.2456617,-78.4912783, MANUELA SAENZ,PUENGASI
LIGA DEPORTIVA MUNICIPAL TURUBAMBA,-0.3140702,-78.563656,QUITUMBE,LA ECUATORIANA
BOULEVARD COCOTOG,-0.1386745,-78.4292067,CALDERON,LLANO CHICO
CANCHA TOLA CHICA 1,-0.2083159,-78.39338, TUMBACO,TUMBACO
BOULEVARD GARCIA MORENO COCOTOG,-0.11855,-78.504355, LA DELICIA ,COTOCOLLAO
CANCHA COCOTOG,-0.139598,-78.42555, EUGENIO ESPEJO ,ZAMBIZA
VISTA HERMOSA,-0.085939,-78.513515, LA DELICIA ,EL CONDADO
PARQUE DEL AGUA EPMAPS,-0.1892013,-78.4903958, EUGENIO ESPEJO ,IÑAQUITO
IGLESIA SAN JOSE OBRERO VALLE DEL SUR,-0.300418,-78.535447,QUITUMBE,QUITUMBE
COLEGIO MUNICIPAL 9 DE OCTUBRE,-0.1929941,-78.5091874,LA MARISCAL,BELISARIO QUEVEDO
SAN BARTOLO,-0.273019,-78.53005,ELOY ALFARO,SOLANDA
PARQUE DE LAS DIVERSIDADES,-0.261534,-78.523432,ELOY ALFARO,SAN BARTOLO
CASA SOMOS COCOTOG,-0.1399308,-78.4262794, EUGENIO ESPEJO ,ZAMBIZA
PARQUE CENTRAL LLANO CHICO,-0.1276796,-78.4442562,CALDERON,LLANO CHICO
PARQUE SODIRO,-0.117372,-78.497895, LA DELICIA ,COTOCOLLAO
BELLAVISTA,-0.188991,-78.470259, EUGENIO ESPEJO ,IÑAQUITO
PARQUE SAN ALFANSO,-0.327829,-78.576876,QUITUMBE,LA ECUATORIANA
CASA BARRIAL UNIO GEOGRAFICA,-0.2885568,-78.475215, LOS CHILLOS,CONOCOTO
CASA BARRIAL BARRIO ARBOLITO,-0.0664075,-78.4291125,CALDERON,CALDERON
BOULEVARD COCOTOG,-0.1388822,-78.4127746, EUGENIO ESPEJO ,ZAMBIZA
CANCHAS LA TOLITA,-0.204563,-78.475975, MANUELA SAENZ,ITCHIMBIA
PARQUE LLANO GRANDE,-0.1144506,-78.4317463,CALDERON,CALDERON
CANCHAS CARLOS E. FRANCO MENDEZ,-0.3157317,-78.5437983,QUITUMBE,TURUBAMBA
PARQUE MATILDE ALVAREZ,-0.342272,-78.549813,QUITUMBE,GUAMANI
SAN SALVADOR,-0.205505,-78.524672, MANUELA SAENZ,SAN JUAN
PARQUE GARROCHAL,-0.3353927,-78.5334158,QUITUMBE,TURUBAMBA
CANCHAS DE FUTBOL PUEBLO UNIDO,-0.2962633,-78.532425,QUITUMBE,QUITUMBE
BELLAVISTA,-0.1915413,-78.469577, EUGENIO ESPEJO ,IÑAQUITO
PARQUE TODOS UNIDOS,-0.246315,-78.491188, MANUELA SAENZ,PUENGASI
UNIDAD EDUCATIVA,-0.0785897,-78.5280393, LA DELICIA ,EL CONDADO
CANCHA CIUDADELA MEXICO,-0.236963,-78.5112137,ELOY ALFARO,CHIMBACALLE
PARQUE SAN MIGUEL DE COLLACOTO,-0.246475,-78.483137, MANUELA SAENZ,PUENGASI
GUARDERIA ANGEL DE LA GUARDA,-0.273862,-78.526183,ELOY ALFARO,LA ARGELIA
LIGA BARRIAL BELLAVISTA DEL SUR,-0.3331267,-78.5275283,QUITUMBE,TURUBAMBA
PARQUE CENTRAL TERRANOVA,-0.302137,-78.552835,QUITUMBE,QUITUMBE
CANCHA DORADO DEL SUR,-0.322489,-78.546109,QUITUMBE,TURUBAMBA
MERCADO CENTRAL DE TUMBACO,-0.213787,-78.408617, TUMBACO,TUMBACO
CASA BARRIAL SANTO TOMAS,-0.329557,-78.545101,QUITUMBE,TURUBAMBA
IGLESIA EL BELEN,-0.138802,-78.420648, EUGENIO ESPEJO ,ZAMBIZA
PARQUE CARLOTA JARAMILLO,-0.001487,-78.513812,CHOCO ANDINO,CALACALI
LIGA BARRIAL KENNEDY 3RA ETAPA.,-0.13715,-78.47449, EUGENIO ESPEJO ,KENNEDY
PARQUE COLINAS DEL NORTE,-0.095393,-78.507725, LA DELICIA ,EL CONDADO
LIGA BARRIAL LAS TOLAS,-0.0640921,-78.4598532, LA DELICIA ,POMASQUI
PARQUE SAUCES DEL VALLE,-0.2537979,-78.490709, MANUELA SAENZ,PUENGASI
CANCHAS BARRIO NUEVO,-0.2518044,-78.5346114,ELOY ALFARO,SAN BARTOLO
LIGA BARRIAL LOS LIBERTADORES,-0.2417878,-78.5371262,ELOY ALFARO,CHILIBULO
BANCO CENTRAL DEL ECUADOR,-0.2155361,-78.5056413, MANUELA SAENZ,CENTRO HISTORICO
IGLESIA PINTAG,-0.3716283,-78.3750217, LOS CHILLOS,PINTAG
PARQUE GABRIELA MISTRAL,-0.202055,-78.4888312,LA MARISCAL,MARISCAL SUCRE
PLAZA REPUBLICA,-0.2139214,-78.5032517, MANUELA SAENZ,SAN JUAN
PARQUE SAN CARLOS DE ALANGASI,-0.29656,-78.44093, LOS CHILLOS,ALANGASI
PARQUE JESUS DE NAZARETH,-0.3204413,-78.5371918,QUITUMBE,TURUBAMBA
PARQUE VIDA NUEVA 2,-0.351208,-78.528938,QUITUMBE,TURUBAMBA
UNIDAD EDUCATIVA DANIEL E PROAÑO,-0.228524,-78.52483, MANUELA SAENZ,LA LIBERTAD
PARQUE SANTA ANA,-0.2387605,-78.5198469,ELOY ALFARO,LA MAGDALENA
PARQUE CENTRAL NANEGAL,0.1370848,-78.6754418,CHOCO ANDINO,NANEGAL
CANCHAS BARRIO ECUADOR DEL FUTURO,-0.3412516,-78.5410089,QUITUMBE,TURUBAMBA
ECOVIA MARIN CENTRAL 1,-0.2219762,-78.5081485, MANUELA SAENZ,CENTRO HISTORICO
PARQUE SAN ISIDRO DE PUENGASI,-0.247165,-78.497321, MANUELA SAENZ,PUENGASI
PARQUE FULTON,-0.238055,-78.511339,ELOY ALFARO,CHIMBACALLE
CANCHAS SANTA ROSA DE LA ARGELIA,-0.27641,-78.527965,ELOY ALFARO,LA ARGELIA
ESCUELA VICENTE AURELIO CRESPO OCHOA,-0.2769944,-78.5169774,ELOY ALFARO,LA ARGELIA
CASA BARRIAL 14 DE ENERO,-0.25979,-78.540326,ELOY ALFARO,SAN BARTOLO
UNIDAD EDUCATIVA FEDERICO GARCIA LORCA,-0.31485,-78.559594,QUITUMBE,LA ECUATORIANA
PARQUE CRUZ ROJA CALDERON,-0.0983587,-78.4363248,CALDERON,CALDERON
CANCHAS EL MIRADOR DE SAN MARTIN,-0.311355,-78.5236633,QUITUMBE,QUITUMBE
BELLAVISTA,-0.190458,-78.474068, EUGENIO ESPEJO ,IÑAQUITO
PARQUE BONANZA,-0.136373,-78.478975, EUGENIO ESPEJO ,KENNEDY
UNIDAD EDUCATIVA LEIBNITZ,-0.110475,-78.460637, LA DELICIA ,COMITE DEL PUEBLO
PARQUE WLADIMIR CONDE,-0.267386,-78.534858,ELOY ALFARO,SOLANDA
LIGA BARRIAL MATILDE ALVAREZ,-0.3404682,-78.5458379,QUITUMBE,TURUBAMBA
PARQUE DE CHIMBACALLE,-0.2402933,-78.5145967,ELOY ALFARO,CHIMBACALLE
PARQUE PUEMBO,-0.1771605,-78.3589059, TUMBACO,PUEMBO
PARQUE DE LA FERROVIARIA BAJA,-0.254858,-78.5179439,ELOY ALFARO,LA FERROVIARIA
CANCHA ALBORADA DE MONJAS,-0.2275314,-78.4926441, MANUELA SAENZ,PUENGASI
PARQUE LA PLAYITA DE ZAMBIZA,-0.149997,-78.440278, EUGENIO ESPEJO ,ZAMBIZA
PARQUE DE LA JUVENTUD,-0.0993,-78.4535,CALDERON,CALDERON
LIGA BARRIAL COCHAPAMBA SUR,-0.1600057,-78.510159, EUGENIO ESPEJO ,COCHAPAMBA
AVENIDA 12 DE OCTUBRE,-0.2086483,-78.491445,LA MARISCAL,MARISCAL SUCRE
TROLE LA INTERNACIONAL,-0.2660284,-78.5322217,ELOY ALFARO,SAN BARTOLO
ESTADIO CANGAHUA,-0.0872537,-78.5004899, LA DELICIA ,EL CONDADO
CASA DEL ADULTO MAYOR,-0.0082444,-78.4462102, LA DELICIA ,SAN ANTONIO
PARQUE VICENTINA BAJO,-0.2161666,-78.486119, MANUELA SAENZ,ITCHIMBIA
FERROVIARIA,-0.2628403,-78.5146451,ELOY ALFARO,LA FERROVIARIA
PATRONATO SAN JOSE,-0.2518281,-78.5172098,ELOY ALFARO,LA FERROVIARIA
ECOVIA TEATRO MEXICO,-0.24055,-78.5114672,ELOY ALFARO,CHIMBACALLE
PARQUE OBRERO INDEPENDIENTE,-0.2444817,-78.489495, MANUELA SAENZ,PUENGASI
UNIDAD METROPOLITANA DE SALUD CENTRO,-0.220836,-78.518453, MANUELA SAENZ,CENTRO HISTORICO
CASA BARRIAL SANTA ISABEL,-0.322831,-78.532424,QUITUMBE,TURUBAMBA
PARQUE SPENCER,-0.2402258,-78.5118111,ELOY ALFARO,CHIMBACALLE
CANCHAS 23 DE MAYO,-0.2870897,-78.5596484,QUITUMBE,CHILLOGALLO
TROLE BANCO CENTRAL,-0.2166578,-78.5050742, MANUELA SAENZ,CENTRO HISTORICO
ESTADIO JAIME ROLDOS AGUILERA,-0.0842772,-78.4657683, LA DELICIA ,CARCELEN
CANCHAS DEL BARRIO BELLAVISTA,-0.2880498767,-78.3988647461, LOS CHILLOS,LA MERCED
UNIDAD EDUCATIVA PISULI,-0.089554,-78.5147063, LA DELICIA ,EL CONDADO
PARQUE PARA LA VIDA,-0.2101983,-78.3825731, TUMBACO,TUMBACO
LIGA BARRIAL LA FORESTAL,-0.2582234,-78.5038316,ELOY ALFARO,LA FERROVIARIA
TROLE CONDORÑAN,-0.297536,-78.5498606,QUITUMBE,QUITUMBE
CANCHAS FERROVIARIA,-0.2544471,-78.5129668,ELOY ALFARO,LA FERROVIARIA
PARQUE DE LOS SKATEPARK,-0.2435364,-78.5161057,ELOY ALFARO,CHIMBACALLE
CASA COMUNAL BARRIO ISRAEL,-0.055472,-78.428948,CALDERON,CALDERON
LA OFELIA,-0.108829,-78.48492, LA DELICIA ,PONCEANO
CASA BARRIAL NAZARETH,-0.121207,-78.483604, LA DELICIA ,PONCEANO
PARQUE CARCELEN,-0.085165,-78.469869, LA DELICIA ,CARCELEN
CANCHA SAN ENRIQUE DE VELASCO,-0.1028673,-78.51315, LA DELICIA ,EL CONDADO
CANCHA SANTA ANITA,0.0076769,-78.4688536, LA DELICIA ,SAN ANTONIO
PARQUE JOSE LUIS RODRIGUEZ,-0.254987,-78.490485, MANUELA SAENZ,PUENGASI
PARQUE CIUDADELA EL COMERCIO,-0.2745117,-78.5431067,ELOY ALFARO,SOLANDA
UPC SANTA ANA,-0.2377908,-78.5204042,ELOY ALFARO,LA MAGDALENA
PARQUE MANZANA B4,-0.093012,-78.450055,CALDERON,CALDERON
DOLOROSA ALTA,-0.3403567,-78.5815815,QUITUMBE,GUAMANI
PARQUE GABRIEL GARCIA MORENO,-0.2151534,-78.5072175, MANUELA SAENZ,SAN JUAN
CANCHAS LUZ Y VIDA,-0.0734766,-78.4398219,CALDERON,CALDERON
YAKU MUSEO DEL AGUA,-0.2171997,-78.5189929, MANUELA SAENZ,SAN JUAN
CANCHA DE FUTBOL LA JOSEFINA,-0.078651,-78.472413, LA DELICIA ,CARCELEN
ADMINISTRACION ZONAL QUITUMBE,-0.2959424,-78.5481804,QUITUMBE,QUITUMBE
CANCHA CUENDINA,-0.37459,-78.4809767, LOS CHILLOS,AMAGUAÑA
PARQUE COMITE DEL PUEBLO PUENGASI,-0.256217,-78.491795, MANUELA SAENZ,PUENGASI
PARQUE CENTRAL DE TABABELA,-0.1856544,-78.3451494, TUMBACO,TABABELA
PLAZA DE LOS PRESIDENTES,-0.206125,-78.49591,LA MARISCAL,MARISCAL SUCRE
BOULEVARD BARRIO INDEPENDENCIA,-0.058116,-78.455181, LA DELICIA ,POMASQUI
PARQUE LA VICENTINA,-0.21671,-78.48906, MANUELA SAENZ,ITCHIMBIA
LIGA BARRIAL PLAN TECHO,-0.0988254,-78.5344441, LA DELICIA ,EL CONDADO
PARADA 7,-0.1282002,-78.4165938,CALDERON,CALDERON
ESTADIO CALACALI,7.89e-06,-78.5116,CHOCO ANDINO,CALACALI
UPC PATAGONIA,-0.230713,-78.522398, MANUELA SAENZ,CENTRO HISTORICO
SULTANA DE LOS ANDES,-0.34927,-78.567661,QUITUMBE,GUAMANI
PARQUE PRIMAVERA DE CORNEJO,-0.325512,-78.561162,QUITUMBE,GUAMANI
PARQUE JORGE CORDOVEZ,-0.1435686,-78.4942585, EUGENIO ESPEJO ,LA CONCEPCION
PLAZA COTOCOLLAO,-0.1145793,-78.4975033, LA DELICIA ,COTOCOLLAO
IGLESIA DE ANGAMARCA,-0.2944264,-78.426337, LOS CHILLOS,ALANGASI
PARQUE ALANGASI,-0.308051,-78.415003, LOS CHILLOS,ALANGASI
LIGA BARRIAL SAN FRANCISCO FLQ,-0.2468427,-78.4950042, MANUELA SAENZ,PUENGASI
PARQUE LA VICTORIA,-0.3442402,-78.5582715,QUITUMBE,GUAMANI
PARQUE SAUSALITO,-0.304537,-78.485793, LOS CHILLOS,CONOCOTO
BELLAVISTA,-0.188543,-78.470318, EUGENIO ESPEJO ,IÑAQUITO
