nombre,lat,lng,az,parroquia
ESCUELA GLEN SIDE FE Y ALEGRIA,-0.3347467,-78.38376, LOS CHILLOS,PINTAG
PARQUE DE LA D9,-0.0900718,-78.4493187,CALDERON,CALDERON
PARQUE JULIO MATOVELLE,-0.2858519,-78.5631663,QUITUMBE,CHILLOGALLO
PARQUE EL HERALDO,-0.1727721,-78.4780449, EUGENIO ESPEJO ,IÑAQUITO
CASA BARRIAL SAN JOSE,-0.1640689,-78.3074663, TUMBACO,YARUQUI
ESTADIO GUANGOPOLO,-0.2578571,-78.4501551, LOS CHILLOS,GUANGOPOLO
MIRANDA,-0.334019,-78.4825, LOS CHILLOS,AMAGUAÑA
CASA BARRIAL SEÑOR DE LA BUENA ESPERANZA,-0.3037783,-78.5327383,QUITUMBE,QUITUMBE
PARQUE BOSQUES DE CALDERON,-0.097134,-78.4358,CALDERON,CALDERON
CAPILLA DE BARRIO CUBA,-0.0630267,-78.4685813, LA DELICIA ,POMASQUI
CANCHA NUEVOS HORIZONTES,-0.3055575,-78.5270659,QUITUMBE,QUITUMBE
PARQUE RIO PANGOR,-0.0991275,-78.4543541,CALDERON,CALDERON
CANCHA COTOCOLLAO,-0.121521,-78.518156, LA DELICIA ,EL CONDADO
PARQUE SAN JOSE DE MONJAS,-0.2310287,-78.4925023, MANUELA SAENZ,PUENGASI
ESCALINATA LA OFELIA,-0.1085092,-78.4859038, LA DELICIA ,PONCEANO
CANCHAS LAS CUADRAS,-0.277919,-78.549631,ELOY ALFARO,SOLANDA
SANTA TERESITA DEL VALLE,-0.265549,-78.501235, LOS CHILLOS,CONOCOTO
CANCHAS FERROVIARIA ALTA,-0.263233,-78.517139,ELOY ALFARO,LA FERROVIARIA
AMAGUAÑA,-0.3468066156,-78.4816818237, LOS CHILLOS,AMAGUAÑA
COMUNA SANTA ANITA,-0.0985561,-78.4047037,CALDERON,CALDERON
PARQUE EL DEAN BAJO,-0.324211,-78.471825, LOS CHILLOS,CONOCOTO
ECOVIA GUAJALO,-0.2877455,-78.5378995,ELOY ALFARO,LA ARGELIA
BELLAVISTA,-0.1899601,-78.469957, EUGENIO ESPEJO ,IÑAQUITO
PARQUE NICARAGUA,-0.207542,-78.509315, MANUELA SAENZ,SAN JUAN
CASA BARRIAL ANDALUZ,-0.2851482,-78.4828827, LOS CHILLOS,CONOCOTO
TROLE EL CALZADO,-0.2583972,-78.5261386,ELOY ALFARO,SAN BARTOLO
ESTADIO DE CONOCOTO,-0.3022511,-78.4904493, LOS CHILLOS,CONOCOTO
LIGA BARRIAL LAS MARIAS,-0.2190866,-78.4114411, TUMBACO,TUMBACO
YARUQUI,-0.1623933,-78.3155165, TUMBACO,YARUQUI
CANCHA VALLE VERDE,-0.322635,-78.5572933,QUITUMBE,GUAMANI
LIGA BARRIAL COTOCOLLAO,-0.125507,-78.5225344, LA DELICIA ,EL CONDADO
ESTADIO PINTAG,-0.3727017,-78.3731733, LOS CHILLOS,PINTAG
PARQUE SAN PEDRO DEL VALLE,-0.1727223,-78.4236116, EUGENIO ESPEJO ,NAYON
UPC CHAGUARQUINGO,-0.247341,-78.507258,ELOY ALFARO,CHIMBACALLE
LIGA BARRIAL PORTAL DE CARAPUNGO,-0.0847724,-78.4495834,CALDERON,CALDERON
COLINAS DEL NORTE,-0.098895,-78.515998, LA DELICIA ,EL CONDADO
CASA SOMOS ROLDOS PISULI,-0.0845389,-78.5095862, LA DELICIA ,EL CONDADO
CENTRO DE SALUD SAN VICENTE DE LAS CASAS,-0.1795046,-78.5142239,LA MARISCAL,BELISARIO QUEVEDO
PARQUE DE YARUQUI,-0.162236,-78.318122, TUMBACO,YARUQUI
SAN JOSE DE POMASQUI,-0.0609116,-78.4644391, LA DELICIA ,POMASQUI
LIGA BELLAVISTA DE CALDERON,-0.0666244,-78.4162428,CALDERON,CALDERON
IGLESIA LA PULIDA,-0.14032,-78.507466, EUGENIO ESPEJO ,COCHAPAMBA
CENTRO DE SALUD FRAY BARTOLOME DE LAS CASAS,-0.1897411,-78.5070864,LA MARISCAL,BELISARIO QUEVEDO
UNIDAD EDUCATIVA JACINTO JIJON,-0.3749038577,-78.5035095215, LOS CHILLOS,AMAGUAÑA
CANCHA ANDROMEDA,-0.203334,-78.327634, TUMBACO,YARUQUI
UPC SAN BARTOLO,-0.269314,-78.529326,ELOY ALFARO,SAN BARTOLO
CLEMENTE YEROVI,-0.126025,-78.452072,CALDERON,LLANO CHICO
ESCUELA FISCAL MIXTA GENERAL DANIEL O'LEARY,-0.2175,-78.5264, MANUELA SAENZ,LA LIBERTAD
SAN CARLOS DEL SUR,-0.303595,-78.53374,QUITUMBE,QUITUMBE
PATIO DE COMIDAS EL GUAMBRA,-0.2057942,-78.4995586,LA MARISCAL,BELISARIO QUEVEDO
PARQUE PISULI,-0.0897,-78.5163, LA DELICIA ,EL CONDADO
PARQUE EDEN DEL VALLE,-0.2396435,-78.4917036, MANUELA SAENZ,PUENGASI
PARQUE LA LIBERTAD,-0.229311,-78.52358, MANUELA SAENZ,LA LIBERTAD
ECOVIA SAN CRISTOBAL,-0.2827195,-78.5349482,ELOY ALFARO,LA ARGELIA
CANCHAS SAN JOSE OBRERO,-0.1178394,-78.5182979, LA DELICIA ,EL CONDADO
SANTA TERESITA DE MIRAVALLE,-0.273455,-78.503112, LOS CHILLOS,CONOCOTO
PARQUE GUACHALA,-0.2295447,-78.4819415, MANUELA SAENZ,PUENGASI
PARQUE JOSE NAVARRO,-0.2127799,-78.4846764, MANUELA SAENZ,ITCHIMBIA
UPC TURUBAMBA ALTO,-0.277254,-78.544446,ELOY ALFARO,SOLANDA
CANCHA LA FLORENCIA,-0.347627,-78.552696,QUITUMBE,GUAMANI
ECOVIA JIPIJAPA,-0.1648373,-78.4754309, EUGENIO ESPEJO ,JIPIJAPA
SAN PABLO,-0.221364,-78.485234, MANUELA SAENZ,ITCHIMBIA
PARQUE ARROYO DEL RIO,-0.091997,-78.4487769,CALDERON,CALDERON
UNIDAD EDUCATIVA PEDRO LUIS CALERO,-0.148605,-78.442012, EUGENIO ESPEJO ,ZAMBIZA
COLEGIO LUIS ENRIQUE RAZA BOLAÑOS,-0.30006,-78.5249233,QUITUMBE,QUITUMBE
LA TOLA,-0.22604,-78.5058967, MANUELA SAENZ,ITCHIMBIA
ESCUELA ENMA VACA,-0.3191063,-78.5270252,QUITUMBE,TURUBAMBA
LIGA BARRIAL AMAGUAÑA,-0.37725,-78.5051, LOS CHILLOS,AMAGUAÑA
PARQUE 17 DE JULIO,-0.257249,-78.51599,ELOY ALFARO,LA FERROVIARIA
LIGA BARRIAL EUGENIO ESPEJO,-0.267185,-78.558433,ELOY ALFARO,LA MENA
MERCADO ARTESANAL,-0.2069752,-78.4952076,LA MARISCAL,MARISCAL SUCRE
PARQUE SAN JOSE DE CHILIBULO,-0.240304,-78.543075,ELOY ALFARO,CHILIBULO
COMITE PROMEJORAS CAUPICHO,-0.3288107,-78.5388205,QUITUMBE,TURUBAMBA
IGLESIA SAN ISIDRO DEL INCA,-0.148472,-78.466549, EUGENIO ESPEJO ,SAN ISIDRO DEL INCA
PARQUE PUENTE AMARILLO,-0.241569,-78.485208, MANUELA SAENZ,PUENGASI
BELLAVISTA,-0.189067,-78.473431, EUGENIO ESPEJO ,IÑAQUITO
COLEGIO MUNICIPAL COTOCOLLAO,-0.1163108,-78.4855866, LA DELICIA ,PONCEANO
COLEGIO MEJIA,-0.211278,-78.504158, MANUELA SAENZ,SAN JUAN
BICENTERNARIO,-0.065995,-78.451925,CALDERON,CALDERON
LIGA BARRIAL BOLIVAR RODRIGUEZ,-0.2268790305,-78.4923248291, MANUELA SAENZ,PUENGASI
CANCHAS DEPORTIVAS LA VENECIA,-0.33729,-78.54129,QUITUMBE,TURUBAMBA
MERCADO DE CALDERON,-0.1015,-78.4242,CALDERON,CALDERON
CARAPUNGO,-0.0895,-78.4523,CALDERON,CALDERON
